uranus_x,uranus_y,uranus_z
453.5250206701814,344.33136997783527,-4.595704629496629
453.45596385475125,344.41623177755156,-4.594498096015629
453.38688971926496,344.5010804133795,-4.593291387055567
453.3177982660247,344.58591588181235,-4.5920845026592465
453.2486894973334,344.6707381793436,-4.590877442869476
453.17956341549467,344.75554730246694,-4.589670207729073
453.11042002281266,344.8403432476765,-4.588462797280864
453.04125932159246,344.9251260114667,-4.587255211567682
452.9720813141397,345.00989559033223,-4.586047450632369
452.90288600276057,345.094651980768,-4.584839514517775
452.83367338976217,345.17939517926936,-4.583631403266754
452.7644434774524,345.26412518233207,-4.5824231169221745
452.6951962681394,345.3488419864518,-4.581214655526909
452.62593176413253,345.43354558812484,-4.580006019123839
452.55664996774146,345.5182359838478,-4.578797207755852
452.48735088127677,345.6029131701173,-4.577588221465848
452.41803450704947,345.68757714343064,-4.576379060296729
452.3487008473717,345.77222790028515,-4.57516972429141
452.2793499045557,345.85686543717867,-4.573960213492811
452.20998168091506,345.9414897506092,-4.572750527943859
452.1405961787636,346.02610083707503,-4.5715406676874935
452.07119340041606,346.1106986930748,-4.570330632766659
452.0017733481876,346.19528331510753,-4.569120423224307
451.93233602439443,346.27985469967246,-4.567910039103398
451.86288143135323,346.3644128432691,-4.5666994804469
451.79340957138135,346.44895774239734,-4.565488747297791
451.7239204467969,346.5334893935574,-4.564277839699055
451.65441405991885,346.61800779324966,-4.563066757693682
451.58489041306655,346.702512937975,-4.5618555013246755
451.5153495085603,346.78700482423443,-4.560644070635041
451.44579134872083,346.87148344852943,-4.559432465667797
451.37621593586994,346.9559488073617,-4.558220686465966
451.3066232723296,347.04040089723327,-4.55700873307258
451.23701336042285,347.1248397146464,-4.555796605530679
451.1673862024735,347.2092652561036,-4.554584303883311
451.09774180080575,347.293677518108,-4.55337182817353
451.0280801577447,347.3780764971627,-4.552159178444402
450.95840127561604,347.4624621897713,-4.550946354738999
450.88870515674625,347.54683459243773,-4.549733357100398
450.8189918034623,347.631193701666,-4.548520185571688
450.74926121809216,347.71553951396066,-4.547306840195964
450.6795134029642,347.79987202582646,-4.546093321016329
450.6097483604075,347.88419123376843,-4.544879628075893
450.53996609275225,347.968497134292,-4.5436657614177784
450.47016660232873,348.05278972390295,-4.542451721085109
450.4003498914684,348.1370689991072,-4.541237507121021
450.3305159625032,348.22133495641106,-4.540023119568657
450.26066481776564,348.3055875923211,-4.5388085584711675
450.1907964595891,348.3898269033444,-4.537593823871712
450.1209108903077,348.474052885988,-4.536378915813458
450.05100811225606,348.55826553675956,-4.535163834339578
449.98108812776957,348.64246485216694,-4.533948579493254
449.91115093918444,348.72665082871833,-4.532733151317679
449.8411965488374,348.81082346292214,-4.53151754985605
449.771224959066,348.89498275128716,-4.530301775151574
449.70123617220844,348.9791286903225,-4.529085827247464
449.63123019060345,349.06326127653756,-4.527869706186943
449.56120701659074,349.147380506442,-4.526653412013239
449.49116665251046,349.2314863765459,-4.525436944769593
449.42110910070375,349.31557888335954,-4.524220304499252
449.351034363512,349.39965802339356,-4.523003491245467
449.2809424432778,349.48372379315896,-4.521786505051501
449.21083334234385,349.56777618916686,-4.520569345960623
449.1407070630541,349.651815207929,-4.5193520140161105
449.0705636077529,349.7358408459571,-4.518134509261252
449.0004029787853,349.81985309976346,-4.516916831739339
448.9302251784971,349.9038519658605,-4.515698981493673
448.86003020923494,349.98783744076104,-4.514480958567565
448.78981807334594,350.07180952097826,-4.513262763004331
448.71958877317786,350.15576820302545,-4.512044394847296
448.6493423110793,350.23971348341644,-4.510825854139795
448.57907868939947,350.32364535866526,-4.50960714092517
448.50879791048834,350.40756382528633,-4.508388255246768
448.43849997669656,350.4914688797942,-4.507169197147947
448.3681848903755,350.57536051870386,-4.505949966672073
448.29785265387716,350.65923873853063,-4.50473056386252
448.2275032695542,350.7431035357901,-4.503510988762667
448.1571367397599,350.8269549069982,-4.502291241415905
448.0867530668485,350.9107928486711,-4.50107132186563
448.0163522531749,350.9946173573254,-4.499851230155247
447.94593430109416,351.078428429478,-4.49863096632817
447.8754992129629,351.16222606164587,-4.497410530427819
447.8050469911377,351.24601025034656,-4.4961899224976225
447.73457763797626,351.3297809920979,-4.494969142581018
447.6640911558366,351.41353828341795,-4.493748190721451
447.59358754707785,351.4972821208251,-4.492527066962373
447.52306681405946,351.5810125008381,-4.491305771347245
447.45252895914194,351.66472941997586,-4.490084303919536
447.38197398468617,351.74843287475784,-4.488862664722723
447.3114018930538,351.8321228617036,-4.487640853800289
447.2408126866073,351.91579937733314,-4.486418871195728
447.17020636770957,351.99946241816673,-4.48519671695254
447.09958293872455,352.08311198072505,-4.483974391114232
447.0289424020166,352.1667480615289,-4.4827518937243225
446.95828475995086,352.25037065709944,-4.481529224826334
446.8876100148933,352.3339797639583,-4.480306384463799
446.8169181692103,352.4175753786273,-4.47908337268026
446.74620922526907,352.5011574976285,-4.477860189519261
446.6754831854376,352.5847261174844,-4.476636835024362
446.60474005208437,352.6682812347179,-4.475413309239124
446.5339798275788,352.751822845852,-4.47418961220712
446.46320251429063,352.83535094741,-4.47296574397193
446.3924081145907,352.91886553591576,-4.471741704577141
446.32159663085025,353.00236660789335,-4.470517494066351
446.2507680654415,353.0858541598669,-4.46929311248316
446.179922420737,353.1693281883613,-4.468068559871182
446.1090596991103,353.25278868990137,-4.4668438362740375
446.0381799029355,353.33623566101255,-4.465618941735351
445.9672830345873,353.41966909822037,-4.464393876298759
445.8963690964413,353.50308899805066,-4.463168640007907
445.82543809087355,353.5864953570297,-4.461943232906443
445.754490020261,353.6698881716841,-4.460717655038028
445.68352488698133,353.75326743854066,-4.459491906446329
445.6125426934127,353.8366331541265,-4.458265987175021
445.54154344193404,353.9199853149692,-4.457039897267786
445.47052713492496,354.0033239175966,-4.455813636768316
445.3994937747657,354.0866489585368,-4.454587205720309
445.3284433638374,354.1699604343181,-4.453360604167473
445.2573759045218,354.2532583414694,-4.452133832153522
445.18629139920114,354.3365426765197,-4.4509068897221775
445.1151898502586,354.4198134359984,-4.449679776917172
445.0440712600778,354.5030706164352,-4.448452493782243
444.9729356310434,354.5863142143601,-4.447225040361136
444.90178296554046,354.6695442263034,-4.445997416697608
444.83061326595475,354.7527606487959,-4.444769622835417
444.75942653467297,354.8359634783684,-4.4435416588183365
444.68822277408225,354.9191527115523,-4.442313524690143
444.61700198657036,355.002328344879,-4.441085220494624
444.545764174526,355.0854903748806,-4.439856746275571
444.4745093403385,355.16863879808926,-4.438628102076787
444.4032374863978,355.25177361103755,-4.43739928794208
444.3319486150946,355.3348948102583,-4.43617030391527
444.2606427288201,355.4180023922846,-4.4349411500401805
444.1893198299662,355.50109635365015,-4.433711826360645
444.1179799209261,355.5841766908887,-4.432482332920507
444.046623004093,355.66724340053435,-4.431252669763613
443.97524908186097,355.7502964791215,-4.430022836933819
443.90385815662484,355.83333592318496,-4.428792834474994
443.83245023078,355.91636172925985,-4.427562662431007
443.76102530672273,355.99937389388157,-4.42633232084574
443.68958338684985,356.08237241358574,-4.425101809763082
443.6181244735589,356.1653572849084,-4.42387112922693
443.54664856924813,356.2483285043861,-4.422640279281185
443.47515567631655,356.33128606855536,-4.421409259969763
443.4036457971636,356.4142299739532,-4.420178071336583
443.33211893418974,356.4971602171169,-4.418946713425572
443.26057508979585,356.58007679458416,-4.417715186280667
443.18901426638365,356.6629797028928,-4.4164834899458105
443.11743646635574,356.7458689385812,-4.415251624464956
443.04584169211483,356.82874449818803,-4.414019589882062
442.9742299460649,356.91160637825203,-4.412787386241098
442.9026012306103,356.99445457531243,-4.411555013586037
442.8309555481563,357.0772890859089,-4.410322471960864
442.7592929011084,357.1601099065812,-4.409089761409568
442.68761329187333,357.24291703386956,-4.4078568819761506
442.61591672285834,357.32571046431445,-4.406623833704616
442.54420319647124,357.4084901944567,-4.405390616638982
442.47247271512055,357.49125622083756,-4.40415723082327
442.4007252812156,357.5740085399983,-4.40292367630151
442.3289608971662,357.65674714848075,-4.401689953117743
442.2571795653833,357.7394720428271,-4.400456061316013
442.1853812882778,357.8221832195797,-4.399222000940376
442.1135660682621,357.9048806752813,-4.397987772034892
442.0417339077486,357.98756440647486,-4.396753374643634
441.9698848091509,358.07023440970397,-4.395518808810678
441.89801877488304,358.15289068151213,-4.39428407458011
441.8261358073596,358.23553321844355,-4.393049171996025
441.7542359089963,358.31816201704237,-4.391814101102525
441.6823190822092,358.4007770738535,-4.390578861943719
441.61038532941495,358.4833783854217,-4.389343454563724
441.53843465303135,358.56596594829233,-4.388107879006665
441.46646705547636,358.64853975901104,-4.386872135316677
441.394482539169,358.73109981412387,-4.385636223537901
441.3224811065288,358.8136461101769,-4.384400143714485
441.250462759976,358.8961786437168,-4.383163895890586
441.1784275019318,358.97869741129045,-4.381927480110371
441.1063753348174,359.06120240944506,-4.3806908964180105
441.03430626105563,359.14369363472827,-4.379454144857686
440.96222028306914,359.2261710836879,-4.378217225473586
440.8901174032817,359.3086347528722,-4.376980138309907
440.8179976241178,359.39108463882957,-4.375742883410854
440.7458609480024,359.473520738109,-4.374505460820639
440.67370737736144,359.5559430472596,-4.37326787058348
440.60153691462125,359.6383515628307,-4.372030112743608
440.529349562209,359.7207462813723,-4.370792187345257
440.4571453225525,359.80312719943436,-4.369554094432672
440.38492419808017,359.8854943135675,-4.3683158340501045
440.31268619122136,359.96784762032235,-4.367077406241814
440.24043130440594,360.0501871162501,-4.365838811052067
440.1681595400643,360.13251279790194,-4.364600048525141
440.09587090062803,360.21482466182994,-4.363361118705317
440.0235653885289,360.297122704586,-4.362122021636888
439.9512430061995,360.3794069227225,-4.360882757364152
439.8789037560732,360.4616773127921,-4.359643325931415
439.8065476405839,360.543933871348,-4.358403727382994
439.73417466216654,360.6261765949434,-4.357163961763211
439.66178482325637,360.70840548013194,-4.355924029116397
439.5893781262893,360.79062052346785,-4.35468392948689
439.5169545737023,360.8728217215052,-4.353443662919036
439.4445141679328,360.9550090707988,-4.3522032294571895
439.3720569114188,361.03718256790347,-4.350962629145714
439.29958280659906,361.1193422093746,-4.349721862028978
439.22709185591316,361.20148799176786,-4.348480928151361
439.1545840618013,361.28361991163905,-4.347239827557248
439.0820594267044,361.36573796554455,-4.345998560291032
439.0095179530639,361.4478421500409,-4.344757126397118
438.9369596433221,361.52993246168506,-4.343515525919913
438.8643844999219,361.6120088970343,-4.342273758903835
438.791792525307,361.69407145264597,-4.34103182539331
438.7191837219215,361.7761201250782,-4.33978972543277
438.6465580922106,361.8581549108891,-4.338547459066658
438.5739156386198,361.94017580663717,-4.337305026339422
438.5012563635955,362.0221828088814,-4.336062427295518
438.42858026958476,362.1041759141809,-4.334819661979413
438.3558873590352,362.1861551190952,-4.333576730435579
438.2831776343954,362.2681204201841,-4.332333632708495
438.2104510981143,362.35007181400783,-4.33109036884265
438.13770775264163,362.4320092971268,-4.329846938882542
438.06494760042796,362.51393286610187,-4.328603342872675
437.9921706439245,362.59584251749425,-4.32735958085756
437.91937688558295,362.67773824786525,-4.326115652881717
437.8465663278559,362.7596200537768,-4.324871558989675
437.7737389731965,362.841487931791,-4.323627299225969
437.70089482405854,362.92334187847024,-4.322382873635141
437.62803388289666,363.0051818903774,-4.321138282261746
437.55515615216626,363.0870079640755,-4.319893525150339
437.48226163432304,363.16882009612794,-4.31864860234549
437.4093503318238,363.25061828309856,-4.317403513891776
437.33642224712577,363.3324025215514,-4.316158259833775
437.263477382687,363.4141728080508,-4.31491284021608
437.19051574096596,363.49592913916166,-4.31366725508329
437.11753732442213,363.57767151144895,-4.312421504480012
437.0445421355156,363.6593999214781,-4.31117558845086
436.9715301767071,363.7411143658148,-4.309929507040455
436.8985014504578,363.8228148410251,-4.308683260293429
436.8254559592301,363.9045013436754,-4.30743684825442
436.7523937054866,363.9861738703324,-4.306190270968072
436.6793146916909,364.0678324175631,-4.304943528479039
436.60621892030713,364.1494769819349,-4.303696620831984
436.5331063937999,364.23110756001546,-4.302449548071574
436.459977114635,364.31272414837287,-4.3012023102424894
436.3868310852784,364.39432674357545,-4.299954907389413
436.313668308197,364.4759153421919,-4.298707339557038
436.24048878585853,364.5574899407912,-4.297459606790065
436.1672925207311,364.6390505359427,-4.296211709133204
436.0940795152837,364.7205971242161,-4.294963646631171
436.0208497719858,364.8021297021814,-4.293715419328691
435.9476032933079,364.88364826640884,-4.292467027270493
435.874340081721,364.9651528134691,-4.29121847050132
435.80106013969663,365.04664333993327,-4.28996974906592
435.7277634697071,365.12811984237266,-4.288720863009046
435.65445007422557,365.2095823173588,-4.287471812375465
435.5811199557258,365.2910307614638,-4.286222597209946
435.5077731166819,365.3724651712599,-4.28497321755727
435.43440955956925,365.4538855433197,-4.283723673462223
435.3610292868635,365.53529187421634,-4.2824739649696
435.28763230104124,365.616684160523,-4.281224092124203
435.21421860457946,365.6980623988133,-4.279974054970844
435.1407881999558,365.7794265856613,-4.278723853554342
435.06734108964906,365.8607767176413,-4.277473487919522
434.99387727613833,365.9421127913279,-4.276222958111219
434.92039676190353,366.0234348032959,-4.274972264174275
434.84689954942513,366.1047427501209,-4.273721406153539
434.77338564118446,366.18603662837836,-4.272470384093869
434.6998550396633,366.2673164346443,-4.2712191980401295
434.6263077473443,366.348582165495,-4.269967848037195
434.5527437667108,366.429833817507,-4.268716334129948
434.47916310024675,366.5110713872574,-4.267464656363275
434.40556575043684,366.5922948713234,-4.266212814782073
434.3319517197664,366.67350426628263,-4.264960809431249
434.25832101072126,366.7546995687131,-4.263708640355713
434.1846736257883,366.83588077519306,-4.262456307600387
434.1110095674549,366.91704788230106,-4.261203811210198
434.03732883820925,366.9982008866163,-4.259951151230082
433.96363144053987,367.07933978471783,-4.258698327704984
433.88991737693635,367.1604645731854,-4.257445340679854
433.8161866498886,367.24157524859885,-4.256192190199654
433.7424392618877,367.3226718075386,-4.254938876309348
433.66867521542497,367.4037542465852,-4.253685399053913
433.5948945129927,367.4848225623197,-4.252431758478333
433.52109715708366,367.5658767513233,-4.251177954627598
433.44728315019137,367.6469168101777,-4.249923987546705
433.37345249481007,367.7279427354648,-4.248669857280662
433.2996051934348,367.80895452376694,-4.247415563874485
433.22574124856084,367.8899521716667,-4.246161107373193
433.1518606626847,367.97093567574717,-4.244906487821819
433.0779634383032,368.05190503259155,-4.243651705265398
433.0040495779141,368.1328602387835,-4.242396759748979
432.93011908401564,368.21380129090704,-4.241141651317614
432.85617195910686,368.2947281855464,-4.2398863800163635
432.7822082056875,368.37564091928624,-4.238630945890299
432.70822782625777,368.4565394887115,-4.2373753489844965
432.6342308233189,368.5374238904075,-4.2361195893440415
432.56021719937246,368.61829412096,-4.234863667014026
432.48618695692096,368.6991501769549,-4.233607582039552
432.41214009846743,368.77999205497855,-4.2323513344657275
432.33807662651583,368.8608197516175,-4.231094924337669
432.26399654357044,368.94163326345887,-4.229838351700501
432.1898998521364,369.0224325870899,-4.228581616599355
432.1157865547196,369.1032177190983,-4.227324719079372
432.04165665382664,369.183988656072,-4.2260676591856985
431.9675101519645,369.26474539459946,-4.224810436963493
431.8933470516412,369.34548793126925,-4.223553052457916
431.81916735536515,369.4262162626704,-4.22229550571414
431.7449710656458,369.5069303853922,-4.2210377967773445
431.6707581849929,369.58763029602443,-4.219779925692716
431.59652871591726,369.66831599115693,-4.21852189250545
431.5222826609301,369.74898746738023,-4.21726369726075
431.44802002254323,369.8296447212849,-4.216005340003824
431.37374080326936,369.9102877494621,-4.214746820779894
431.2994450056218,369.990916548503,-4.213488139634183
431.22513263211465,370.0715311149994,-4.212229296611928
431.15080368526253,370.1521314455434,-4.210970291758368
431.0764581675809,370.23271753672725,-4.209711125118755
431.0020960815856,370.31328938514366,-4.208451796738347
430.9277174297935,370.39384698738576,-4.2071923066624075
430.853322214722,370.47439034004697,-4.205932654936212
430.7789104388892,370.55491943972083,-4.2046728416050385
430.70448210481396,370.63543428300153,-4.20341286671418
430.63003721501565,370.71593486648345,-4.2021527303089306
430.5555757720144,370.7964211867613,-4.200892432434596
430.48109777833105,370.87689324043015,-4.199631973136489
430.4066032364872,370.9573510240855,-4.198371352459929
430.3320921490049,371.0377945343229,-4.197110570450245
430.2575645184071,371.1182237677387,-4.195849627152771
430.1830203472173,371.1986387209292,-4.194588522612856
430.1084596379596,371.2790393904911,-4.193327256875846
430.03388239315905,371.35942577302154,-4.1920658299871025
429.9592886153412,371.439797865118,-4.190804241991993
429.8846783070324,371.5201556633783,-4.189542492935893
429.81005147075945,371.60049916440045,-4.188280582864185
429.73540810905,371.68082836478294,-4.1870185118222585
429.66074822443244,371.76114326112463,-4.185756279855514
429.5860718194357,371.8414438500246,-4.184493887009358
429.51137889658935,371.92173012808234,-4.183231333329203
429.43666945842375,372.0020020918977,-4.1819686188604726
429.36194350747013,372.0822597380707,-4.180705743648597
429.28720104625995,372.1625030632021,-4.179442707739011
429.21244207732576,372.2427320638925,-4.178179511177163
429.1376666032006,372.3229467367431,-4.176916154008506
429.0628746264182,372.40314707835563,-4.1756526362785
428.9880661495128,372.48333308533176,-4.174388958032614
428.91324117501966,372.56350475427365,-4.173125119316325
428.83839970547456,372.643662081784,-4.171861120175116
428.7635417434139,372.7238050644656,-4.170596960654483
428.6886672913748,372.80393369892164,-4.169332640799922
428.61377635189524,372.8840479817558,-4.1680681606569445
428.53886892751353,372.9641479095719,-4.166803520271063
428.4639450207689,373.0442334789742,-4.165538719687803
428.3890046342013,373.12430468656726,-4.164273758952694
428.31404777035107,373.20436152895604,-4.163008638111277
