neptune_x,neptune_y,neptune_z
626.4878643393178,-128.6070959307359,-11.790519955263411
626.5010642272483,-128.5409345475507,-11.792178496772223
626.5142571883669,-128.47477174503845,-11.79383690788727
626.5274432225114,-128.4086075239278,-11.795495188589936
626.5406223295209,-128.34244188494753,-11.797153338861609
626.5537945092339,-128.27627482882636,-11.79881135868368
626.5669597614891,-128.21010635629304,-11.800469248037539
626.5801180861256,-128.14393646807642,-11.802127006904575
626.593269482982,-128.0777651649052,-11.803784635266185
626.6064139518976,-128.01159244750826,-11.805442133103758
626.619551492711,-127.94541831661444,-11.807099500398696
626.6326821052617,-127.87924277295251,-11.808756737132395
626.6458057893886,-127.81306581725141,-11.810413843286247
626.6589225449312,-127.74688745024001,-11.81207081884166
626.6720323717288,-127.68070767264719,-11.813727663780027
626.6851352696207,-127.61452648520188,-11.815384378082756
626.6982312384465,-127.54834388863301,-11.817040961731252
626.7113202780457,-127.48215988366955,-11.818697414706916
626.7244023882579,-127.41597447104046,-11.820353736991153
626.737477568923,-127.34978765147473,-11.822009928565375
626.7505458198806,-127.28359942570137,-11.823665989410989
626.7636071409705,-127.21740979444938,-11.825321919509406
626.776661532033,-127.15121875844781,-11.826977718842036
626.7897089929077,-127.08502631842569,-11.828633387390296
626.8027495234347,-127.01883247511213,-11.830288925135596
626.8157831234546,-126.9526372292362,-11.831944332059354
626.8288097928071,-126.88644058152703,-11.833599608142986
626.8418295313326,-126.8202425327137,-11.83525475336791
626.8548423388718,-126.7540430835254,-11.836909767715545
626.8678482152648,-126.68784223469129,-11.838564651167317
626.8808471603522,-126.62163998694051,-11.840219403704646
626.8938391739748,-126.55543634100225,-11.841874025308952
626.906824255973,-126.48923129760574,-11.843528515961664
626.9198024061877,-126.42302485748017,-11.845182875644207
626.9327736244595,-126.35681702135484,-11.846837104338007
626.9457379106296,-126.29060778995897,-11.8484912020245
626.9586952645387,-126.22439716402185,-11.850145168685106
626.9716456860282,-126.15818514427276,-11.851799004301267
626.9845891749388,-126.09197173144102,-11.853452708854407
626.9975257311119,-126.02575692625598,-11.855106282325966
627.0104553543887,-125.95954072944696,-11.856759724697381
627.0233780446105,-125.8933231417433,-11.858413035950088
627.0362938016186,-125.82710416387441,-11.860066216065519
627.0492026252548,-125.76088379656967,-11.86171926502512
627.0621045153605,-125.69466204055848,-11.863372182810336
627.0749994717772,-125.62843889657032,-11.865024969402603
627.0878874943468,-125.56221436533458,-11.866677624783366
627.100768582911,-125.49598844758074,-11.868330148934072
627.1136427373116,-125.4297611440383,-11.869982541836164
627.1265099573908,-125.36353245543671,-11.871634803471094
627.1393702429899,-125.29730238250552,-11.873286933820308
627.1522235939518,-125.23107092597421,-11.87493893286526
627.1650700101181,-125.16483808657236,-11.876590800587403
627.1779094913312,-125.09860386502956,-11.878242536968186
627.1907420374334,-125.03236826207534,-11.879894141989064
627.2035676482672,-124.9661312784393,-11.881545615631493
627.2163863236748,-124.89989291485108,-11.883196957876933
627.2291980634989,-124.83365317204027,-11.88484816870684
627.2420028675817,-124.76741205073654,-11.886499248102677
627.2548007357665,-124.70116955166954,-11.8881501960459
627.2675916678955,-124.63492567556894,-11.889801012517976
627.2803756638119,-124.56868042316445,-11.89145169750037
627.2931527233583,-124.50243379518575,-11.893102250974547
627.3059228463777,-124.43618579236262,-11.894752672921971
627.3186860327132,-124.36993641542475,-11.896402963324112
627.331442282208,-124.30368566510192,-11.89805312216244
627.344191594705,-124.23743354212388,-11.89970314941842
627.3569339700477,-124.17118004722046,-11.901353045073535
627.3696694080793,-124.10492518112146,-11.90300280910925
627.3823979086435,-124.03866894455669,-11.904652441507041
627.3951194715834,-123.97241133825602,-11.906301942248387
627.4078340967426,-123.90615236294926,-11.907951311314763
627.420541783965,-123.8398920193663,-11.909600548687651
627.4332425330939,-123.77363030823703,-11.911249654348527
627.4459363439735,-123.70736723029138,-11.912898628278878
627.4586232164473,-123.64110278625925,-11.914547470460183
627.4713031503595,-123.5748369768706,-11.916196180873927
627.4839761455539,-123.50856980285535,-11.917844759501596
627.4966422018746,-123.44230126494347,-11.91949320632468
627.509301319166,-123.37603136386495,-11.921141521324666
627.5219534972719,-123.30976010034985,-11.922789704483039
627.5345987360367,-123.2434874751281,-11.924437755781295
627.5472370353051,-123.17721348892981,-11.926085675200923
627.5598683949211,-123.11093814248498,-11.92773346272342
627.5724928147296,-123.0446614365237,-11.929381118330282
627.585110294575,-122.97838337177605,-11.931028642003001
627.5977208343019,-122.91210394897212,-11.932676033723082
627.610324433755,-122.84582316884202,-11.934323293472016
627.6229210927794,-122.77954103211592,-11.935970421231307
627.6355108112199,-122.71325753952394,-11.93761741698246
627.6480935889213,-122.64697269179624,-11.939264280706977
627.6606694257288,-122.58068648966298,-11.940911012386362
627.6732383214874,-122.51439893385441,-11.942557612002119
627.6858002760422,-122.44811002510069,-11.944204079535755
627.6983552892387,-122.38181976413206,-11.945850414968783
627.7109033609221,-122.31552815167878,-11.947496618282711
627.7234444909379,-122.2492351884711,-11.94914268945905
627.7359786791314,-122.1829408752393,-11.950788628479314
627.7485059253485,-122.11664521271366,-11.952434435325017
627.7610262294345,-122.05034820162452,-11.954080109977673
627.7735395912351,-121.98404984270215,-11.955725652418803
627.7860460105965,-121.91775013667693,-11.95737106262992
627.7985454873641,-121.8514490842792,-11.959016340592546
627.8110380213841,-121.78514668623932,-11.960661486288206
627.8235236125025,-121.71884294328768,-11.962306499698416
627.836002260565,-121.6525378561547,-11.963951380804703
627.8484739654184,-121.58623142557079,-11.965596129588592
627.8609387269083,-121.51992365226637,-11.96724074603161
627.8733965448815,-121.45361453697191,-11.968885230115285
627.8858474191841,-121.38730408041786,-11.970529581821143
627.8982913496626,-121.32099228333473,-11.97217380113072
627.9107283361636,-121.25467914645299,-11.973817888025547
627.9231583785337,-121.18836467050315,-11.975461842487151
627.9355814766195,-121.12204885621576,-11.977105664497076
627.9479976302679,-121.05573170432135,-11.978749354036852
627.9604068393254,-120.98941321555047,-11.98039291108802
627.9728091036393,-120.9230933906337,-11.982036335632115
627.9852044230564,-120.85677223030166,-11.983679627650682
627.9975927974239,-120.79044973528494,-11.985322787125256
628.0099742265886,-120.72412590631414,-11.986965814037385
628.022348710398,-120.65780074411994,-11.988608708368611
628.0347162486994,-120.59147424943295,-11.990251470100484
628.0470768413398,-120.52514642298388,-11.991894099214546
628.0594304881671,-120.4588172655034,-11.993536595692348
628.0717771890286,-120.39248677772221,-11.99517895951544
628.0841169437716,-120.32615496037104,-11.996821190665372
628.0964497522442,-120.25982181418063,-11.9984632891237
628.1087756142939,-120.19348733988168,-12.000105254871972
628.1210945297684,-120.127151538205,-12.001747087891749
628.1334064985158,-120.06081440988135,-12.003388788164587
628.145711520384,-119.99447595564153,-12.005030355672044
628.1580095952211,-119.92813617621634,-12.006671790395675
628.170300722875,-119.86179507233665,-12.008313092317044
628.1825849031939,-119.79545264473323,-12.009954261417716
628.1948621360261,-119.72910889413698,-12.01159529767925
628.2071324212201,-119.66276382127879,-12.013236201083213
628.219395758624,-119.59641742688952,-12.014876971611173
628.2316521480867,-119.5300697117001,-12.016517609244698
628.2439015894562,-119.4637206764414,-12.018158113965352
628.2561440825815,-119.39737032184439,-12.019798485754709
628.2683796273113,-119.33101864864003,-12.021438724594345
628.2806082234945,-119.26466565755928,-12.023078830465826
628.2928298709795,-119.19831134933308,-12.024718803350732
628.3050445696155,-119.1319557246925,-12.026358643230637
628.3172523192516,-119.06559878436849,-12.027998350087117
628.3294531197365,-118.99924052909209,-12.029637923901754
628.3416469709198,-118.93288095959437,-12.031277364656125
628.3538338726505,-118.86652007660635,-12.032916672331817
628.3660138247781,-118.80015788085913,-12.034555846910408
628.3781868271517,-118.7337943730838,-12.036194888373485
628.3903528796209,-118.66742955401143,-12.037833796702632
628.4025119820351,-118.60106342437318,-12.039472571879434
628.414664134244,-118.53469598490017,-12.041111213885488
628.4268093360972,-118.46832723632352,-12.042749722702377
628.4389475874448,-118.40195717937445,-12.04438809831169
628.4510788881363,-118.3355858147841,-12.04602634069503
628.4632032380216,-118.26921314328366,-12.047664449833983
628.4753206369508,-118.2028391656044,-12.049302425710144
628.4874310847738,-118.13646388247749,-12.050940268305114
628.4995345813411,-118.07008729463418,-12.05257797760049
628.5116311265026,-118.00370940280571,-12.054215553577873
628.5237207201084,-117.93733020772338,-12.055852996218862
628.5358033620092,-117.8709497101185,-12.05749030550506
628.5478790520555,-117.80456791072231,-12.059127481418074
628.5599477900975,-117.73818481026616,-12.060764523939502
628.5720095759856,-117.67180040948138,-12.06240143305096
628.5840644095709,-117.60541470909932,-12.064038208734049
628.596112290704,-117.53902770985133,-12.06567485097038
628.6081532192359,-117.47263941246877,-12.067311359741566
628.6201871950171,-117.40624981768306,-12.068947735029216
628.6322142178989,-117.33985892622562,-12.070583976814946
628.6442342877319,-117.27346673882785,-12.072220085080371
628.6562474043677,-117.20707325622118,-12.073856059807108
628.6682535676572,-117.14067847913705,-12.075491900976772
628.6802527774518,-117.07428240830696,-12.077127608570985
628.6922450336025,-117.00788504446237,-12.078763182571365
628.7042303359613,-116.94148638833478,-12.080398622959537
628.716208684379,-116.87508644065574,-12.082033929717124
628.7281800787077,-116.80868520215668,-12.08366910282575
628.740144518799,-116.74228267356922,-12.085304142267038
628.7521020045043,-116.67587885562492,-12.08693904802262
628.7640525356757,-116.60947374905531,-12.088573820074126
628.7759961121648,-116.54306735459201,-12.090208458403183
628.7879327338235,-116.47665967296658,-12.091842962991427
628.7998624005041,-116.41025070491068,-12.093477333820488
628.8117851120587,-116.3438404511559,-12.095111570871998
628.8237008683393,-116.27742891243392,-12.096745674127598
628.8356096691981,-116.21101608947636,-12.098379643568924
628.8475115144875,-116.14460198301492,-12.100013479177614
628.8594064040598,-116.0781865937813,-12.101647180935306
628.8712943377675,-116.01176992250718,-12.103280748823648
628.8831753154631,-115.9453519699243,-12.104914182824277
628.8950493369996,-115.87893273676437,-12.10654748291884
628.9069164022294,-115.81251222375916,-12.108180649088983
628.9187765110051,-115.7460904316404,-12.109813681316352
628.9306296631797,-115.67966736113988,-12.1114465795826
628.9424758586065,-115.6132430129894,-12.11307934386937
628.9543150971379,-115.54681738792078,-12.114711974158316
628.9661473786272,-115.4803904866658,-12.116344470431097
628.9779727029274,-115.41396230995636,-12.11797683266936
628.9897910698921,-115.34753285852427,-12.119609060854762
629.0016024793744,-115.28110213310138,-12.121241154968965
629.0134069312277,-115.2146701344196,-12.12287311499362
629.0252044253053,-115.14823686321084,-12.124504940910393
629.0369949614608,-115.08180232020695,-12.126136632700938
629.048778539548,-115.0153665061399,-12.127768190346925
629.0605551594202,-114.9489294217416,-12.129399613830017
629.0723248209317,-114.882491067744,-12.131030903131876
629.0840875239359,-114.81605144487911,-12.132662058234175
629.095843268287,-114.74961055387887,-12.134293079118576
629.1075920538386,-114.68316839547529,-12.13592396576675
629.1193338804451,-114.61672497040037,-12.13755471816037
629.1310687479605,-114.55028027938614,-12.139185336281107
629.142796656239,-114.48383432316464,-12.14081582011064
629.1545176051351,-114.41738710246797,-12.14244616963064
629.1662315945028,-114.35093861802814,-12.144076384822782
629.1779386241967,-114.28448887057722,-12.145706465668747
629.1896386940715,-114.21803786084732,-12.147336412150214
629.2013318039816,-114.15158558957059,-12.148966224248865
629.2130179537817,-114.08513205747911,-12.15059590194638
629.2246971433264,-114.01867726530507,-12.152225445224445
629.2363693724709,-113.95222121378059,-12.153854854064745
629.2480346410697,-113.88576390363782,-12.155484128448967
629.2596929489781,-113.81930533560899,-12.157113268358799
629.271344296051,-113.75284551042627,-12.158742273775928
629.2829886821434,-113.68638442882188,-12.160371144682049
629.2946261071105,-113.61992209152804,-12.161999881058852
629.3062565708079,-113.553458499277,-12.163628482888033
629.3178800730906,-113.48699365280102,-12.165256950151287
629.3294966138144,-113.42052755283235,-12.166885282830307
629.3411061928343,-113.35406020010328,-12.168513480906793
629.3527088100063,-113.28759159534609,-12.170141544362448
629.3643044651859,-113.22112173929312,-12.171769473178966
629.3758931582288,-113.15465063267668,-12.173397267338055
629.387474888991,-113.08817827622913,-12.175024926821413
629.3990496573282,-113.02170467068284,-12.176652451610753
629.4106174630966,-112.95522981677013,-12.178279841687777
629.422178306152,-112.88875371522339,-12.179907097034192
629.4337321863504,-112.82227636677503,-12.181534217631711
629.4452791035484,-112.75579777215748,-12.183161203462044
629.4568190576019,-112.68931793210312,-12.1847880545069
629.4683520483676,-112.62283684734446,-12.186414770747993
629.4798780757017,-112.55635451861387,-12.188041352167039
629.4913971394606,-112.48987094664389,-12.18966779874576
629.5029092395009,-112.42338613216695,-12.191294110465865
629.5144143756796,-112.35690007591559,-12.192920287309082
629.5259125478531,-112.29041277862227,-12.194546329257125
629.5374037558782,-112.22392424101956,-12.196172236291721
629.5488879996118,-112.15743446383999,-12.197798008394594
629.560365278911,-112.09094344781609,-12.19942364554746
629.5718355936326,-112.02445119368042,-12.201049147732055
629.5832989436341,-111.95795770216557,-12.202674514930104
629.5947553287723,-111.89146297400416,-12.204299747123338
629.6062047489047,-111.82496700992876,-12.205924844293486
629.6176472038885,-111.75846981067203,-12.20754980642228
629.6290826935813,-111.69197137696655,-12.209174633491456
629.6405112178403,-111.62547170954505,-12.210799325482744
629.6519327765234,-111.55897080914015,-12.212423882377887
629.663347369488,-111.49246867648449,-12.214048304158618
629.6747549965916,-111.42596531231082,-12.21567259080668
629.6861556576927,-111.35946071735182,-12.217296742303812
629.6975493526486,-111.29295489234023,-12.218920758631755
629.7089360813173,-111.22644783800875,-12.220544639772257
629.7203158435572,-111.15993955509016,-12.22216838570706
629.7316886392261,-111.09343004431719,-12.22379199641791
629.7430544681823,-111.02691930642263,-12.225415471886555
629.7544133302841,-110.96040734213925,-12.227038812094749
629.7657652253896,-110.89389415219988,-12.228662017024238
629.7771101533574,-110.82737973733731,-12.230285086656778
629.788448114046,-110.7608640982844,-12.231908020974117
629.7997791073137,-110.69434723577398,-12.233530819958014
629.8111031330197,-110.6278291505389,-12.235153483590228
629.8224201910223,-110.56130984331205,-12.236776011852514
629.83373028118,-110.49478931482626,-12.238398404726635
629.8450334033524,-110.42826756581451,-12.240020662194349
629.856329557398,-110.36174459700965,-12.241642784237415
629.867618743176,-110.29522040914462,-12.243264770837603
629.8789009605455,-110.22869500295238,-12.244886621976677
629.8901762093656,-110.16216837916583,-12.246508337636403
629.9014444894956,-110.09564053851803,-12.248129917798547
629.9127058007946,-110.02911148174186,-12.249751362444883
629.9239601431225,-109.96258120957036,-12.25137267155718
629.9352075163384,-109.89604972273655,-12.252993845117206
629.9464479203023,-109.82951702197342,-12.254614883106743
629.9576813548731,-109.76298310801404,-12.256235785507561
629.9689078199114,-109.69644798159142,-12.257856552301442
629.9801273152761,-109.62991164343863,-12.259477183470159
629.9913398408278,-109.56337409428876,-12.261097678995496
630.002545396426,-109.49683533487489,-12.262718038859234
630.0137439819309,-109.43029536593012,-12.264338263043152
630.0249355972027,-109.36375418818757,-12.265958351529035
630.0361202421016,-109.29721180238037,-12.26757830429867
630.0472979164878,-109.23066820924167,-12.269198121333845
630.0584686202216,-109.1641234095046,-12.270817802616348
630.0696323531635,-109.09757740390235,-12.27243734812797
630.0807891151738,-109.03103019316809,-12.274056757850497
630.0919389061133,-108.96448177803502,-12.275676031765727
630.1030817258423,-108.89793215923636,-12.277295169855453
630.1142175742219,-108.83138133750533,-12.278914172101475
630.1253464511128,-108.76482931357516,-12.280533038485581
630.136468356376,-108.6982760881791,-12.282151768989577
630.1475832898724,-108.6317216620504,-12.283770363595261
630.1586912514628,-108.56516603592237,-12.285388822284434
630.1697922410085,-108.49860921052827,-12.287007145038901
630.1808862583706,-108.43205118660144,-12.288625331840464
630.1919733034105,-108.36549196487513,-12.290243382670933
630.2030533759896,-108.29893154608274,-12.291861297512112
630.2141264759691,-108.23236993095759,-12.293479076345807
630.2251926032105,-108.16580712023301,-12.295096719153836
630.2362517575756,-108.0992431146424,-12.296714225918006
630.2473039389259,-108.03267791491915,-12.29833159662013
630.2583491471233,-107.9661115217966,-12.299948831242025
630.2693873820295,-107.89954393600824,-12.301565929765507
630.2804186435061,-107.83297515828743,-12.303182892172392
630.2914429314156,-107.76640518936765,-12.304799718444501
630.3024602456197,-107.69983402998231,-12.306416408563654
630.3134705859806,-107.63326168086492,-12.308032962511673
630.3244739523607,-107.56668814274892,-12.309649380270383
630.3354703446221,-107.50011341636782,-12.311265661821604
630.346459762627,-107.4335375024551,-12.312881807147166
630.357442206238,-107.3669604017443,-12.314497816228899
630.3684176753178,-107.30038211496891,-12.316113689048631
630.3793861697286,-107.23380264286251,-12.317729425588189
630.3903476893335,-107.16722198615868,-12.319345025829408
630.4013022339949,-107.10064014559092,-12.320960489754125
630.4122498035756,-107.03405712189287,-12.322575817344172
630.4231903979389,-106.9674729157981,-12.324191008581385
630.4341240169476,-106.90088752804022,-12.325806063447606
630.4450506604645,-106.83430095935284,-12.327420981924673
630.455970328353,-106.76771321046965,-12.329035763994426
630.4668830204763,-106.70112428212425,-12.330650409638707
630.4777887366974,-106.63453417505029,-12.33226491883936
630.4886874768803,-106.56794288998148,-12.333879291578238
630.4995792408879,-106.5013504276515,-12.335493527837182
630.5104640285838,-106.43475678879405,-12.337107627598035
630.5213418398317,-106.36816197414284,-12.338721590842656
630.5322126744953,-106.3015659844316,-12.340335417552891
630.5430765324387,-106.23496882039409,-12.3419491077106
630.5539334135252,-106.16837048276402,-12.343562661297627
630.5647833176188,-106.10177097227518,-12.345176078295836
630.5756262445836,-106.03517028966135,-12.34678935868708
630.5864621942836,-105.96856843565635,-12.348402502453222
630.5972911665831,-105.90196541099395,-12.350015509576119
630.6081131613464,-105.835361216408,-12.351628380037633
630.6189281784378,-105.76875585263231,-12.353241113819632
630.6297362177214,-105.70214932040072,-12.354853710903976
630.640537279062,-105.63554162044711,-12.356466171272531
630.6513313623237,-105.56893275350535,-12.358078494907165
630.6621184673716,-105.50232272030932,-12.359690681789752
630.6728985940701,-105.43571152159292,-12.361302731902157
630.6836717422842,-105.36909915809007,-12.362914645226255
630.6944379118787,-105.30248563053468,-12.36452642174392
630.7051971027184,-105.2358709396607,-12.366138061437027
630.7159493146685,-105.16925508620206,-12.367749564287452
630.726694547594,-105.10263807089272,-12.369360930277072
630.7374328013601,-105.03601989446672,-12.37097215938777
630.748164075832,-104.96940055765799,-12.372583251601423
630.758888370875,-104.90278006120054,-12.374194206899915
630.7696056863546,-104.83615840582843,-12.375805025265134
630.7803160221363,-104.76953559227563,-12.37741570667896
630.7910193780856,-104.70291162127621,-12.379026251123282
630.8017157540681,-104.63628649356421,-12.380636658579991
630.8124051499498,-104.56966020987376,-12.382246929030973
630.8230875655961,-104.50303277093886,-12.383857062458121
630.833763000873,-104.43640417749364,-12.38546705884333
630.8444314556467,-104.36977443027222,-12.387076918168491
630.8550929297832,-104.3031435300087,-12.388686640415504
630.8657474231483,-104.23651147743723,-12.390296225566264
630.8763949356082,-104.16987827329194,-12.391905673602674
630.8870354670296,-104.103243918307,-12.393514984506625
630.8976690172784,-104.03660841321657,-12.395124158260028
630.9082955862214,-103.96997175875484,-12.396733194844783
630.9189151737249,-103.90333395565605,-12.398342094242798
630.9295277796557,-103.83669500465433,-12.399950856435977
630.9401334038802,-103.77005490648398,-12.401559481406226
630.9507320462652,-103.70341366187918,-12.403167969135456
630.9613237066776,-103.63677127157425,-12.40477631960558
630.9719083849842,-103.57012773630336,-12.406384532798509
630.9824860810522,-103.50348305680085,-12.407992608696157
630.9930567947484,-103.436837233801,-12.409600547280437
631.0036205259403,-103.37019026803809,-12.41120834853327
631.0141772744947,-103.30354216024645,-12.41281601243657
631.024727040279,-103.23689291116041,-12.414423538972263
631.0352698231609,-103.17024252151428,-12.416030928122266
631.0458056230074,-103.10359099204244,-12.417638179868504
631.0563344396862,-103.03693832347926,-12.4192452941929
631.0668562730651,-102.97028451655912,-12.42085227107738
631.0773711230115,-102.90362957201637,-12.422459110503869
631.0878789893935,-102.83697349058545,-12.4240658124543
631.0983798720788,-102.77031627300076,-12.425672376910603
631.1088737709352,-102.70365791999676,-12.427278803854708
631.1193606858309,-102.63699843230786,-12.42888509326855
631.1298406166337,-102.57033781066853,-12.430491245134066
631.140313563212,-102.50367605581322,-12.432097259433188
631.1507795254341,-102.43701316847641,-12.433703136147855
631.1612385031683,-102.37034914939262,-12.43530887526001
631.1716904962826,-102.30368399929634,-12.436914476751587
631.182135504646,-102.23701771892206,-12.438519940604538
631.1925735281269,-102.17035030900433,-12.440125266800802
631.2030045665939,-102.10368177027773,-12.44173045532232
631.2134286199158,-102.03701210347675,-12.443335506151046
631.2238456879612,-101.97034130933602,-12.444940419268926
631.2342557705994,-101.90366938859009,-12.44654519465791
631.2446588676987,-101.83699634197355,-12.448149832299949
631.2550549791288,-101.77032217022101,-12.449754332176996
631.2654441047582,-101.70364687406712,-12.451358694271006
631.2758262444568,-101.63697045424647,-12.452962918563935
631.2862013980931,-101.5702929114937,-12.454567005037742
631.2965695655372,-101.5036142465435,-12.456170953674384
631.3069307466579,-101.43693446013053,-12.457774764455822
631.317284941325,-101.37025355298947,-12.459378437364014
631.3276321494084,-101.30357152585499,-12.460981972380933
631.3379723707773,-101.23688837946183,-12.462585369488538
631.3483056053016,-101.17020411454472,-12.464188628668797
631.3586318528511,-101.10351873183835,-12.465791749903676
631.3689511132956,-101.0368322320775,-12.46739473317515
