merc_x,merc_y,merc_z
-39.76045796395392,-55.66455148693509,-0.9011561092846394
-37.12544808284475,-57.82687719943229,-1.319572266807297
-34.377125608581544,-59.81270881628189,-1.7339608969686235
-31.525144153807567,-61.61818687256724,-2.1431210480050735
-28.579079265442587,-63.23977466756271,-2.545885304205259
-25.54844594169602,-64.67423224774257,-2.9411160530345763
-22.442717514785326,-65.91859439555529,-3.3277019543051187
-19.271345708734653,-66.97015241546742,-3.7045546118407944
-16.04378172754689,-67.82643955338727,-4.070605447520214
-12.769498265285122,-68.4852199310989,-4.424802777974801
-9.45801235729802,-68.9444809237152,-4.766109095468455
-6.118909011777144,-69.20242895553498,-5.093498556525905
-2.7618655735233064,-69.25748873834216,-5.4059546846886235
0.6033232226122571,-69.10830602649789,-5.702468297375627
3.9667195528157477,-68.75375401558246,-5.982035671262104
7.318216213555556,-68.19294356630976,-6.243656965944749
10.647509810653265,-67.4252374934022,-6.486334932054362
13.944073527778931,-66.45026922045908,-6.709073937551043
17.19712961351376,-65.26796616681762,-6.910879354873671
20.395621779538093,-63.87857830102255,-7.090757362122387
23.528187772640784,-62.2827123674779,-7.247715223766806
26.583132473643843,-60.48137236734375,-7.380762130752301
29.54840199129757,-58.476006950239594,-7.488910696591864
32.411559363871675,-56.26856444728206,-7.571179225346617
35.15976266158009,-53.861556344475105,-7.626594889544693
37.7797465060381,-51.258130052613524,-7.654197981220123
40.25780829632578,-48.46215186719784,-7.653047427382389
42.57980076305547,-45.47830101750267,-7.622227792128346
44.73113287015826,-42.31217566154861,-7.560858020683723
46.69678155590089,-38.97041157128978,-7.4681022147538485
48.46131735428372,-35.46081404082224,-7.34318276170113
50.00894756478837,-31.79250320244636,-7.185396169133536
51.32358133320969,-27.97607240408013,-6.994131976804798
52.388921746232946,-24.02375852995167,-6.768895122555713
53.18859078441083,-19.949622068764672,-6.509332119026207
53.70629365023943,-15.76973327799119,-6.215261340579055
53.92602947891925,-11.502358889596714,-5.8867076093764075
53.832355587793536,-7.168141396295586,-5.523941086542405
53.4107120055837,-2.790260029861252,-5.127520197061544
52.6478117604261,1.6054408559983062,-4.698337923533694
51.53209995781943,5.99037399483394,-4.237670276258075
50.05428068295866,10.33320370038711,-3.7472250785492314
48.207904892004876,14.599937476901708,-3.2291884109652713
45.99000453282879,18.754141381002118,-2.686265184087965
43.40174827104817,22.757305201431933,-2.1217094509581282
40.449082980187306,26.56937941478468,-1.5393393769736805
37.14331381758675,30.149497124450473,-0.9435314601143894
33.50156620450538,33.45688011421722,-0.33918887277891213
29.547067919927688,36.45190893842175,0.26832010244454924
25.309191561587536,39.097314131421754,0.8732555169465224
20.823209057433658,41.359422195490914,1.4696300914982552
16.129731511665785,43.20937038749431,2.051359867831393
11.273837959550079,44.62419335388337,2.6124329261918877
6.30393152823141,45.587686427217356,3.1470848591298513
1.2703949736644997,46.09096667691579,3.649967951457441
-3.7758570882731446,46.13268208955857,4.116301083878079
-8.784820065709011,45.71885672943229,4.541989350971863
-13.708730160913104,44.862398455850936,4.923705912150653
-18.50319725380637,43.58232863164222,5.258932972210422
-23.128081579038515,41.90281493004361,5.545963169206137
-27.54808819373204,39.85209655672183,5.783866282765915
-31.73308346592381,37.461386835420925,5.972428592407164
-35.658161626035316,34.76382437048489,6.1120732774516275
-39.30350472613441,31.79352512833814,6.203770111848212
-42.65408615663665,28.584767800247324,6.248941698819464
-45.69926764961027,25.171326749702732,6.249371994341305
-48.4323346035527,21.58595246006606,6.207121225460638
-50.8500067750758,17.85998927128221,6.124449767386569
-52.951952699190635,14.023114083667057,6.003752247354058
-54.74032788304409,10.103176899833265,5.8475021509520175
-56.219349602216276,6.126123696735845,5.65820651370228
-57.39491532620765,2.1159833309621012,5.438369847359252
-58.27426743315313,-1.9050977121097226,5.190466222048637
-58.86570379685891,-5.916786427046107,4.91691834637686
-59.17833181882484,-9.900471437248129,4.620082509096508
-59.22186229487058,-13.839157025257784,4.302238328679159
-59.00643893009444,-17.717349831432696,3.9655823721831083
-58.54249916191677,-21.520943278982696,3.6122248319573966
-57.8406620727992,-25.237103375183537,3.244188574967025
-56.911639462443794,-28.854158422642936,2.8634099971504154
-55.76616652555095,-32.3614943113573,2.4717412202671776
-54.414948991997896,-35.74945640987055,2.0709532596893903
-52.86862399679692,-39.00925859211198,1.6627398686107755
-51.13773233624134,-42.13289958988547,1.2487218281599055
-49.23270012263126,-45.11308661929036,0.8304515053094866
-47.163828167704104,-47.94316606771611,0.40941754282925935
-44.94128770333598,-50.61706092652156,-0.01295042063051982
-42.57512128871239,-53.12921459740389,-0.4352770754970723
-40.07524795888118,-55.47454067566221,-0.8562368655487717
-37.4514718439516,-57.64837831185206,-1.2745495496448789
-34.713493634928895,-59.64645276780989,-1.688975926775159
-31.87092439490821,-61.46484080862211,-2.098313741125642
-28.933301316449093,-63.09994060515281,-2.501393777190568
-25.910105110409845,-64.54844585964334,-2.897076150309681
-22.810778780939263,-65.80732390789743,-3.2842467949922325
