mars_x,mars_y,mars_z
27.33981894474822,-213.7026842415945,-5.148281896559382
29.494399312580935,-213.24606743933566,-5.191568238368675
31.646053236342524,-212.76828772589096,-5.234339238289635
33.79455984400297,-212.26934351879828,-5.276589444286753
35.93969761173401,-211.749235730967,-5.318313440637706
38.08124439456394,-211.2079677919441,-5.359505849131097
40.218977457613356,-210.64554566880358,-5.400161330270543
42.35267350790858,-210.06197788664454,-5.440274584484708
44.4821087267694,-209.45727554868114,-5.479840353342881
46.607058802767035,-208.83145235591016,-5.518853420775659
48.72729896524804,-208.18452462633886,-5.557308614300304
50.84260401841915,-207.5165113137585,-5.595200806250337
52.952748375987966,-206.82743402604723,-5.632524915008892
55.05750609635365,-206.1173170429863,-5.669275906245372
57.15665091834139,-205.3861873335742,-5.705448794154921
59.24995629747418,-204.63407457282278,-5.741038642700228
61.33719544277453,-203.8610111580192,-5.776040566855144
63.41814135408878,-203.06703222443858,-5.810449733849611
65.49256685992579,-202.25217566049125,-5.844261364415367
67.56024465580147,-201.41648212228915,-5.877470734031909
69.62094734308027,-200.55999504761593,-5.910073174172133
71.67444746830397,-199.68276066928527,-5.942064073547141
73.72051756299777,-198.7848280278721,-5.9734388793496
75.75893018394338,-197.8662489838017,-6.004193098495122
77.78945795390784,-196.92707822878157,-6.0343222988610465
79.81187360281702,-195.96737329656128,-6.063822110522054
81.82595000936138,-194.98719457300567,-6.092688226981999
83.83146024302194,-193.98660530546675,-6.120916406401363
85.8281776065034,-192.96567161144026,-6.148502472819692
87.81587567856097,-191.92446248649267,-6.175442317372437
89.79432835720712,-190.86304981144525,-6.201731899501513
91.76330990328387,-189.7815083588009,-6.227367248158988
93.72259498438588,-188.67991579840134,-6.252344463003246
95.67195871911883,-187.55835270230133,-6.276659715586963
97.61117672167771,-186.4169025488473,-6.300309250536271
99.54002514672844,-185.25565172594793,-6.323289386720445
101.45828073457656,-184.0746895335255,-6.345596518411445
103.36572085660563,-182.87410818513501,-6.367227116432673
105.26212356096786,-181.6540028087418,-6.388177729296264
107.14726761850926,-180.41447144664505,-6.408444984328248
109.02093256891074,-179.15561505453778,-6.428025588780933
110.88289876702649,-177.87753749969335,-6.4469163309318125
112.73294742940058,-176.58034555826893,-6.46511408116835
114.57086068094218,-175.26414891171632,-6.482615793057976
116.3964216017394,-173.92906014229263,-6.499418504402601
118.20941427399201,-172.5751947276621,-6.515519338277018
120.00962382904162,-171.2026710345814,-6.530915504050499
121.79683649447941,-169.81161031166206,-6.545604298390939
123.57083964130929,-168.402136681203,-6.559583106250886
125.33142183114568,-166.97437713008742,-6.572849401834804
127.07837286342352,-165.52846149973902,-6.585400749546916
128.811483822599,-164.0645224751323,-6.597234804918976
130.53054712531826,-162.58269557285314,-6.608349315517351
132.2353565675317,-161.08311912820622,-6.618742121828751
133.92570737153125,-159.56593428136586,-6.628411158124
135.60139623288717,-158.03128496256863,-6.637354453299225
137.26222136726204,-156.47931787634576,-6.6455701316938445
138.9079825570778,-154.9101824847943,-6.6530564138847605
140.53848119801268,-153.3240309898869,-6.659811617456154
142.15352034530488,-151.72101831482064,-6.665834157744306
143.75290475983846,-150.10130208440555,-6.671122548556874
145.33644095398842,-148.46504260449495,-6.675675402866052
146.9039372372004,-146.8124028404599,-6.679491433475071
148.45520376128198,-145.14354839471065,-6.682569453657513
149.99005256538055,-143.4586474832692,-6.684908377768905
151.5082976206245,-141.7578709113971,-6.686507221830088
153.00975487440346,-140.04139204828402,-6.687365104081899
154.4942422942639,-138.30938680080268,-6.687481245510647
155.96157991139546,-136.56203358633658,-6.686854970343983
157.4115898636849,-134.7995133046882,-6.685485706516702
158.84409643831358,-133.0220093090749,-6.683372986106073
160.2589261138745,-131.2297073762214,-6.680516445736324
161.65590760198583,-129.42279567555823,-6.676915826951902
163.03487188837747,-127.60146473753517,-6.672570976559166
164.39565227342712,-125.76590742106075,-6.667481846936218
165.73808441212356,-123.91631888007873,-6.661648496310542
167.06200635343407,-122.05289652929295,-6.655071089004216
168.36725857905427,-120.17584000905298,-6.647749895646416
169.65368404151758,-118.28535114941356,-6.639685293352992
170.92112820164434,-116.38163393338118,-6.630877765872912
172.16943906530807,-114.46489445936204,-6.6213279037013715
173.39846721949914,-112.53534090282632,-6.611036404159407
174.60806586766572,-110.593183477204,-6.600004071439856
175.79809086431226,-108.63863439402854,-6.588231816619533
176.9684007488366,-106.67190782234536,-6.575720657637527
178.11885677858697,-104.69321984740199,-6.562471719239512
179.24932296112118,-102.70278842863851,-6.548486232888019
180.35966608565013,-100.70083335699677,-6.533765536638644
181.44975575364893,-98.68757621156726,-6.518311074982142
182.51946440861914,-96.66324031559411,-6.502124398652453
183.5686673649864,-94.62805069185804,-6.485207164400644
184.59724283611783,-92.58223401745818,-6.467561134734879
185.60507196144482,-90.52601857801457,-6.449188177626434
186.59203883267688,-88.45963422131261,-6.430090266181889
187.55803051909297,-86.38331231041197,-6.41026947828161
188.5029370918976,-84.29728567624288,-6.389727996184662
189.42665164762894,-82.20178856971246,-6.3684681061003054
190.32907033060772,-80.09705661334486,-6.34649219772629
191.2100923544155,-77.98332675247885,-6.323802763754125
192.06962002239172,-75.8608372060469,-6.3004023993415865
192.9075587471404,-73.72982741696023,-6.276293801552689
193.72381706903676,-71.59053800212439,-6.251479768765433
194.51830667372542,-69.44321070211008,-6.2259632000476
195.29094240860306,-67.28808833050444,-6.199747094500929
196.04164229827757,-65.12541472296792,-6.172834550574041
196.77032755899842,-62.95543468602198,-6.145228765344454
197.47692261205196,-60.77839394559346,-6.116933033770092
198.1613550961172,-58.594539095340764,-6.087950747910713
198.8235558785782,-56.40411754478792,-6.058285396119674
199.463459065789,-54.20737746729206,-6.0279405622065045
200.08100201228984,-52.00456774787015,-5.9969199245707605
200.67612532897155,-49.795937930910775,-5.965227255307662
201.24877289018772,-47.58173816779675,-5.932866419286018
201.7988918398145,-45.36221916446427,-5.899841373199003
202.32643259625823,-43.13763212892433,-5.866156164588303
202.83134885641192,-40.90822871877198,-5.831814930842244
203.3135975985629,-38.67426098870894,-5.79682189816845
203.77313908425427,-36.43598133810492,-5.76118138054167
204.2099368591032,-34.193642458622875,-5.724897778627369
204.62395775258068,-31.947497281933217,-5.687975578681734
205.01517187675714,-29.69779892754189,-5.650419351428728
205.38355262401987,-27.444800650756893,-5.612233750914858
205.72907666376813,-25.188755790817655,-5.573423513342331
206.05172393809312,-22.929917719211403,-5.533993455881277
206.35147765645021,-20.66853978820043,-5.493948475461727
206.6283242893321,-18.40487527958373,-5.45329354754606
206.88225356095109,-16.139177353716338,-5.412033724882617
207.11325844094063,-13.871698998809208,-5.370174136241207
207.32133513508614,-11.602692980532256,-5.327719985131234
207.50648307509576,-9.332411791942672,-5.284676548503159
207.66870490742227,-7.061107603760341,-5.241049175434058
207.80800648114842,-4.789032215011728,-5.196843285797997
207.92439683494797,-2.5164370040632114,-5.152064368921975
208.01788818313514,-0.2435728800643617,-5.106717982228179
208.08849590081675,2.0293097651787373,-5.060809749863309
208.13623850816015,4.301961104880536,-5.0143453613157085
208.1611376537921,6.574131924484298,-4.967330570021053
208.16321809734333,8.84557366838298,-4.919771191957358
208.14250769115398,11.116038486134567,-4.87167310423003
208.09903736115632,13.38527927815425,-4.823042243647725
208.03284108694996,15.653049740866356,-4.773884605289744
207.94395588108728,17.91910441129943,-4.72420624106571
207.83242176758515,20.183198711108513,-4.674013258268249
207.6982817596804,22.44508899000908,-4.62331181811941
207.5415818368472,24.704532568607764,-4.572108134311544
207.3623709210929,26.961287780615542,-4.520408471543357
207.16070085255217,29.215114014429567,-4.468219144051834
206.93662636439618,31.465771754070495,-4.415546514140758
206.69020505707667,33.71302261946274,-4.36239699070649
206.4214973719227,35.95662940604557,-4.3087770277617095
206.13056656410993,38.19635612370374,-4.254693122957802
205.81747867502085,40.43196803500675,-4.200151816106536
205.48230250401568,42.66323169274667,-4.1451596877017165
205.12510957963326,44.88991497676488,-4.089723357441445
204.7459741302412,47.111787130058644,-4.033849482751654
204.34497305415505,49.32861879415945,-3.9775447573115317
203.92218588924663,51.54018204377507,-3.920815909581473
203.47769478205993,53.74625042068844,-3.8636697013341803
203.01158445645586,55.9465989669068,-3.806112926189523
202.52394218180484,58.14100425705513,-3.7481524081537585
202.01485774074686,60.32924443000874,-3.6897950001637168
201.48442339653946,62.51109921976023,-3.631047582636535
200.93273386001292,64.68634998551686,-3.5719170620255247
200.35988625615255,66.85477974102473,-3.512410369382742
199.7659800903281,69.01617318311703,-3.4525344589288345
199.1511172141895,71.17031671948396,-3.392296306630711
198.51540179124893,73.31699849566253,-3.3317029087875953
197.85894026216891,75.45600842124516,-3.270761280625995
197.18184130977525,77.58713819530624,-3.209478454904124
196.4842158238151,79.71018133104674,-3.147861480526295
195.76617686547885,81.82493317965678,-3.085917421167809
195.02783963170504,83.93119095339756,-3.0236533539108286
194.26932141928745,86.0287537479032,-2.9610763678917498
193.4907415888028,88.11742256370472,-2.8981935629605426
192.69222152837824,90.1970003269781,-2.8350120483525387
191.8738846173161,92.26729190951875,-2.7715389413731146
191.0358561895944,94.32810414794571,-2.7077813660957095
190.17826349726073,96.37924586213856,-2.6437464520735743
189.3012356737368,98.42052787291136,-2.579441333065639
188.4049036970509,100.45176301892738,-2.5148731457768343
187.48940035301493,102.47276617286012,-2.4500490286131758
186.55486019836317,104.48335425680537,-2.3849761204518916
185.60141952386883,106.48334625695027,-2.3196615594268484
184.6292163174551,108.47256323750548,-2.2541124817295164
183.63839022731685,110.45082835390684,-2.188336020425703
182.62908252506895,112.4179668652932,-2.122339304288289
181.6014360689373,114.37380614626723,-2.056129456646201
180.55559526700742,116.31817569794629,-1.9897135942498518
179.49170604054618,118.25090715831077,-1.9230988261532664
178.40991578741068,120.17183431185687,-1.856292252613117
177.31037334555876,122.08079309856218,-1.7893009640048587
176.19322895667477,123.97762162217127,-1.7221320397561461
175.0586342299236,125.86216015781002,-1.654792547297683
173.90674210584584,127.73425115893686,-1.587289541031645
172.7377068204068,129.5937392636395,-1.5196300613177856
171.5516838692109,131.44047130028648,-1.4518211334773226
170.34882997189374,133.2742962925423,-1.3838697668146849
169.12930303670254,135.09506546375547,-1.3157829536571821
167.89326212527672,136.90263224072962,-1.2475676684126502
166.6408674176386,138.6968522568866,-1.179230866645108
165.37228017740478,140.47758335483203,-1.110779484168458
164.08766271722854,142.24468558833306,-1.0422204361582414
162.7871783644822,143.9980212237188,-0.9735606162814605
161.4709914271893,145.73745474071342,-0.9048068958444606
160.13926716021516,147.4628528327123,-0.8359661229588636
158.79217173172475,149.17408440651215,-0.7670451217255289
157.42987218991595,150.87102058150538,-0.6980506914365125
156.0525364300358,152.55353468834923,-0.6289896057949866
154.660333161688,154.22150226712097,-0.5598686121530689
153.25343187643824,155.87480106496912,-0.49069443076751007
151.83200281572462,157.51331103327254,-0.42147375407317245
150.39621693907944,159.13691432431744,-0.3522132459742286
148.94624589266922,160.74549528750347,-0.28291954115300105
147.4822619781578,162.33894046509016,-0.21359924439635455
146.0044381218993,163.91713858749404,-0.14425892993954742
144.5129478444654,165.47998056814802,-0.07490514082743971
143.00796523051204,167.02735949793313,-0.0055443882929494094
141.4896648989909,168.55917063919466,0.06381684884735828
139.95822197370873,170.07531141935246,0.13317212478067061
138.41381205424008,171.57568142411694,0.20251502726844411
136.856611187196,173.0601823903216,0.27183917820017206
135.2867958378529,174.52871819838217,0.34113823413054345
133.70454286214473,175.98119486439415,0.4104058868001376
132.1100294790209,177.41752053187864,0.4796358636398064
130.50343324317336,178.83760546318692,0.5488219282588991
128.8849320181348,180.24136203057535,0.6179578809174906
127.25470394975011,181.6287047069597,0.687037558982779
125.61292744002326,182.99955005636033,0.756054837369821
123.95978112134098,184.35381672404793,0.825003628966781
122.29544383107485,185.6914254264003,0.8938778850448688
120.62009458656284,187.0122989404799,0.9626715956531502
118.93391256047133,188.31636209334258,1.031378789998415
117.23707705653833,189.60354175108742,1.0999935368102889
115.5297674856983,190.87376680765664,1.1685099446917828
113.81216334258897,192.1269681733964,1.236922162455473
112.08444418244024,193.3630787633871,1.3052243794455087
110.3467895983449,194.58203348555332,1.3734108258456479
108.59937919891117,195.78376922856188,1.4414757729735193
106.84239258629607,196.96822484951812,1.5094135335613204
105.07600933461946,198.1353411614687,1.5772184620231493
103.30040896875747,199.2850609207202,1.6448849547091846
101.51577094351451,200.4173288139824,1.7124074501469166
99.72227462317265,201.53209144534438,1.7797804292696435
97.92009926141684,202.6292973230925,1.846998415632441
96.10942398163463,203.7088968463784,1.9140559756158186
94.29042775758866,204.77084229174517,1.980947718617275
92.46328939446,205.81508779952,2.0476682972309663
90.62818751026069,206.84158936008075,2.1142124074157005
88.7853005176128,207.85030480000515,2.180574788651474
86.93480660589269,208.84119376810932,2.24675022408476
85.07688372373718,209.81421772138359,2.312733540662772
83.21170956190984,210.769339910833,2.3785196092569065
81.33946153652442,211.7065253672298,2.444103344775587
79.46031677262324,212.62574088678437,2.509479706266723
77.57445208810705,213.52695501674233,2.5746436970099906
75.68204397801412,214.41013804091432,2.6395903645991554
73.78326859914519,215.2752619651445,2.704314801014651
71.87830175503152,216.12230050272547,2.7688121426866177
69.96731888124248,216.9512290597647,2.8330775705486184
68.05049503102993,217.76202472050954,2.897106310082241
66.12800486130561,218.55466623263655,2.9608936313527967
64.20002261894864,219.32913399251098,3.0244348490363158
62.2667221274392,220.08541003042274,3.08772532243806
60.32827677381534,220.82347799580364,3.1507604555027364
58.38485949594905,221.54332314243246,3.213535696816629
56.4366427701382,222.24493231363243,3.276046539601835
54.48379859901062,222.92829392746702,3.3382885217028035
52.526498499736746,223.59339796193854,3.4002572255653574
50.56491349254719,224.2402359401953,3.4619482782083826
48.59921408955146,224.86880091575154,3.5233573511883645
46.62957028385434,225.4790874577247,3.584480160556933
44.65615153896598,226.07109163609516,3.6453124668115993
42.67912677850216,226.64481100699155,3.7058500748398453
40.698664376170676,227.20024459800652,3.7660888338567577
38.71493214604005,227.73739289354629,3.8260246373363858
36.72809733308634,228.2562578202176,3.885653422937035
34.73832660401402,228.75684273225588,3.9449711724207
32.74578603834643,229.23915239699838,4.00397391156686
30.7506411197817,229.7031929804053,4.062657710080847
28.753056727809863,230.14897203263342,4.121018681496993
26.753197129586862,230.57649847366537,4.179052983076738
24.751225972061516,230.98578257899842,4.2367568157018685
22.747306274351487,231.37683596539614,4.294126423763052
20.741600420364243,231.74967157670642,4.351158095043786
18.734270151659288,232.10430366974882,4.407848160599924
16.725476560547747,232.44074780027424,4.464192994634894
14.715380083425492,232.75902080899962,4.520189014370757
12.704140494335881,233.05914080772052,4.575832679915236
10.691916898758251,233.34112716550322,4.631120494124867
8.678867727618204,233.6050004949599,4.686049002464405
6.665150731515778,233.85078263860788,4.740614792862625
4.650922975167547,234.07849665531594,4.794814495564688
2.636340832058716,234.28816680683934,4.848644782981178
0.6215599793013017,234.47981854444558,4.902102369533982
-1.393264607305512,234.65347849563295,4.955184011499128
-3.4079786580167273,234.80917445094354,5.007886506846738
-5.422428613688447,234.94693535087222,5.060206695078211
-7.436461630134182,235.06679127287399,5.1121414570607815
-9.449925582294362,235.16877341847024,5.163687714859576
-11.462669068222821,235.25291410045628,5.214842431567288
-13.474541412893982,235.31924673021112,5.265602611131595
-15.485392671834514,235.36780580511106,5.3159652981804575
-17.49507363458307,235.39862689604792,5.365927577845381
-19.503435827981807,235.41174663505393,5.415486575582795
-21.51033151930331,235.40720270303345,5.464639456993622
-23.515613719216464,235.38503381760324,5.513383427641188
-25.51913618459487,235.34527972104203,5.561715732867555
-27.52075342117133,235.28798116835011,5.6096336576083745
-29.52032068604183,235.2131799154204,5.657134526206405
-31.517693990022522,235.12091870732078,5.704215702223741
-33.51273009986312,235.01124126668932,5.7508745882528975
-35.50528654032004,234.8841922822429,5.797108625726823
-37.49522159609276,234.73981739739915,5.84291529472794
-39.482394313626386,234.57816319901295,5.888292113796306
-41.46666450278424,234.39927720622788,5.933236639736983
-43.447892738393065,234.2032078594427,5.977746467426717
-45.42594036166457,233.99000450939351,6.021819229619986
-47.40066948149615,233.759717406352,6.0654525967545325
-49.371942975654065,233.51239768943935,6.10864427675644
-51.33962449184204,233.2480973760573,6.151392014844838
-53.303578448658484,232.9668693514352,6.193693593336323
-55.26367003644516,232.66876735829408,6.235546831449161
-57.21976521803039,232.35384598662722,6.276949585107358
-59.1717307293697,232.02216066359807,6.31789974674465
-61.11943408008675,231.6737676435543,6.35839524510851
-63.06274355391747,231.30872399815908,6.398434045064218
-65.00152820906015,230.92708760663902,6.438014147399081
-66.93565787843431,230.5289171461484,6.477133588626846
-68.86500316985105,230.11427208225004,6.515790440792394
-70.78943546609753,229.68321265951235,6.553982811276753
-72.70882692493848,229.23579989222225,6.591708842602517
-74.62305047903698,228.77209555521378,6.6289667122397065
-76.53197983579734,228.29216217481223,6.665754632412132
-78.43548947713275,227.79606301989338,6.702070849904337
-80.33345465915974,227.2838620930572,6.737913645869136
-82.22575141182254,226.75562412191618,6.773281335635847
-84.11225653844916,226.21141455049747,6.808172268519225
-85.9928476152421,225.6512995307584,6.842584827629178
-87.86740299070571,225.07534591421512,6.8765174296812965
-89.7358017850127,224.48362124368376,6.909968524808253
-91.59792388931193,223.8761937451335,6.9429365963721095
-93.45364996498002,223.25313231965112,6.975420160777581
-95.3028614428185,222.61450653551654,7.0074177672863005
-97.14544052219938,221.96038662038842,7.038927997832123
-98.98127017016057,221.29084345359976,7.069949466837507
-100.81023412045363,220.60594855856232,7.1004808210310175
-102.63221687254608,219.90577409527964,7.130520739265995
-104.44710369057991,219.1903928529676,7.160067932340403
-106.25478060228853,218.4598782427823,7.189121142817917
-108.05513439787426,217.7143042906543,7.217679144850282
-109.84805262884801,216.95374563022807,7.245740744000961
-111.63342360683335,216.17827749590705,7.273304777070116
-113.41113640233662,215.38797571600242,7.300370111920956
-115.18108084348528,214.58291670598553,7.326935647307473
-116.94314751473583,213.76317746184293,7.353000312703611
-118.69722775555377,212.92883555353316,7.37856306813387
-120.4432136590668,212.0799691185451,7.403622904005397
-122.18099807069336,211.21665685555624,7.428178840941571
-123.91047458674817,210.3389780181909,7.452229929617121
-125.63153755302648,209.44701240887696,7.475775250594772
-127.34408206336872,208.54084037280106,7.498813914163471
-129.04800395820715,207.62054279196082,7.521345060178175
-130.7431998230961,206.68620107931375,7.543367857901245
-132.42956698722747,205.7378971730219,7.564881505845441
-134.1070035219326,204.7757135307916,7.585885231618536
-135.77540823917235,203.7997331243072,7.60637829176957
-137.43468069001648,202.81003943375836,7.6263599716367505
-139.0847211631135,201.8067164424592,7.6458295851970375
-140.7254306831526,200.78984863155927,7.664786474917411
-142.3567110093187,199.75952097484446,7.683230011607868
-143.9784646337418,198.71581893362728,7.701159594276173
-145.59059477994245,197.65882845172513,7.718574649984393
-147.19300540127404,196.5886359505255,7.735474633707231
-148.78560117936402,195.5053283241373,7.751859028192193
-150.36828752255468,194.40899293462724,7.767727343821603
-151.9409705643459,193.29971760734014,7.78307911847647
-153.50355716184015,192.17759062630265,7.797913917402226
-155.05595489419224,191.0427007297092,7.812231333076319
-156.59807206106396,189.89513710548994,7.82603098507769
-158.12981768108583,188.73498938695909,7.839312519958112
-159.65110149032645,187.5623476485436,7.8520756111153895
-161.16183394077112,186.37730240159092,7.864319958668455
-162.66192619881042,185.17994459025476,7.876045289334315
-164.1512901437398,183.97036558745896,7.887251356306894
-165.6298383662718,182.74865719093717,7.897937939137756
-167.09748416706108,181.51491161934865,7.908104843618713
-168.55414155524423,180.26922150846858,7.917751901666347
-169.99972524699413,179.01167990745202,7.926878971208403
-171.43415066409136,177.74238027517103,7.935485936072118
-172.85733393251215,176.4614164766233,7.94357270587445
-174.2691918810349,175.16888277941206,7.951139215914213
-175.66964203986578,173.86487385029574,7.958185427066152
-177.05860263928426,172.54948475180706,7.964711325676915
-178.4359926083097,171.22281093894006,7.970716923462974
-179.80173157338967,169.88494825590445,7.976202257410447
-181.15573985711129,168.5359929329464,7.981167389676864
-182.49793847693587,167.17604158323476,7.985612407494847
-183.82824914395815,165.8051911998117,7.989537423077718
-185.1465942616907,164.42353915260722,7.99294257352703
-186.45289692487452,163.03118318551617,7.995828020742023
-187.74708091831613,161.6282214135374,7.998193951330994
-189.02907071575268,160.21475231997348,8.000040576524587
-190.2987914787449,158.79087475369073,8.001368132090994
-191.5561690555993,157.3566879264383,8.00217687825307
-192.80112998032007,155.9122914102254,8.002467099607358
-194.03360147159106,154.45778513475605,8.00223910504501
-195.253511431789,152.9932693849198,8.001493227674615
-196.46078844602815,151.5188447983382,8.000229824746931
-197.65536178123713,150.03461236296565,7.998449277581505
-198.83716138526867,148.5406734147436,7.996151991495188
