sun_x,sun_y,sun_z
0.011375440185150649,0.0015587792740660918,-0.00030524012322744796
0.011375986689987155,0.0015600642084000376,-0.00030526381300116965
0.011376531985087155,0.0015613483318460972,-0.00030528746381380025
0.011377076069912872,0.0015626316413214472,-0.0003053110757807092
0.011377618944208691,0.001563914133787267,-0.00030533464903046684
0.011378160608011096,0.0015651958062898818,-0.0003053581837023943
0.011378701061653994,0.0015664766560076894,-0.00030538167994323016
0.011379240305767783,0.001567756680303948,-0.00030540513790275293
0.011379778341270196,0.0015690358767851673,-0.0003054285577282022
0.011380315169346638,0.0015703142433643707,-0.00030545193955734977
0.011380850791417561,0.001571591778327842,-0.0003054752835101061
0.011381385209090296,0.001572868480403137,-0.0003054985896786096
0.01138191842409296,0.0015741443488251166,-0.0003055218581158422
0.011382450438188484,0.0015754193833956269,-0.000305545088822955
0.011382981253067904,0.0015766935845312644,-0.0003055682817356728
0.01138351087022346,0.0015779669532926548,-0.0003055914367103694
0.011384039290804256,0.0015792394913880568,-0.00030561455351065143
0.011384566515459797,0.0015805112011441874,-0.0003056376317955217
0.011385092544179728,0.0015817820854382792,-0.00030566067111036934
0.01138561737614076,0.0015830521475877365,-0.00030568367088209413
0.011386141009573785,0.0015843213911973743,-0.0003057066304195618
0.011386663441664967,0.0015855898199688655,-0.00030572954892026485
0.011387184668503084,0.0015868574374820258,-0.0003057524254835413
0.011387704685082314,0.0015881242469620816,-0.00030577525913002526
0.011388223485364198,0.0015893902510500744,-0.0003057980488262781
0.01138874106239645,0.0015906554515942937,-0.00030582079351291656
0.011389257408479878,0.0015919198494787651,-0.0003058434921341329
0.011389772515369857,0.0015931834445006233,-0.00030586614366639195
0.011390286374495818,0.0015944462353024936,-0.0003058887471442887
0.011390798977181867,0.0015957082193599358,-0.00030591130168201793
0.011391310314853643,0.001596969393018629,-0.0003059338064895177
0.011391820379219911,0.0015982297515721134,-0.0003059562608829901
0.011392329162421784,0.001599489289368877,-0.0003059786642900584
0.011392836657146601,0.0016007479999372905,-0.00030600101625022927
0.011393342856707012,0.0016020058761179548,-0.00030602331641156665
0.01139384775508848,0.0016032629101949184,-0.0003060455645245612
0.011394351346969795,0.0016045190940194667,-0.00030606776043414196
0.011394853627722008,0.0016057744191223633,-0.00030608990407065287
0.011395354593391013,0.0016070288768123232,-0.000306111995440462
0.011395854240668656,0.0016082824582599891,-0.00030613403461670345
0.011396352566856408,0.0016095351545677586,-0.0003061560217305002
0.011396849569824983,0.0016107869568264975,-0.0003061779569628863
0.011397345247972385,0.0016120378561605667,-0.00030619984053754386
0.011397839600182244,0.0016132878437627493,-0.00030622167271439474
0.011398332625783766,0.0016145369109206648,-0.00030624345378403383
0.011398824324514032,0.0016157850490361627,-0.00030626518406295754
0.011399314696483205,0.0016170322496390393,-0.00030628686388951853
0.011399803742142786,0.00161827850439624,-0.00030630849362053283
0.011400291462256969,0.0016195238051175391,-0.0003063300736284577
0.01140077785787701,0.0016207681437585195,-0.0003063516042990671
0.011401262930318443,0.001622011512421522,-0.0003063730860295508
0.011401746681140877,0.001623253903355106,-0.00030639451922697596
0.011402229112130225,0.0016244953089524497,-0.0003064159043070518
0.011402710225283049,0.0016257357217490194,-0.0003064372416931496
0.01140319002279283,0.0016269751344197773,-0.0003064585318155353
0.01140366850703794,0.0016282135397761137,-0.0003064797751107773
0.011404145680571125,0.0016294509307626555,-0.00030650097202130077
0.011404621546110293,0.0016306873004540607,-0.00030652212299506193
0.011405096106530494,0.0016319226420518733,-0.00030654322848532105
0.01140556936485691,0.0016331569488814918,-0.0003065642889504978
0.011406041324258742,0.001634390214389294,-0.0003065853048540937
0.011406511988043948,0.0016356224321399295,-0.0003066062766646708
0.011406981359654636,0.0016368535958138056,-0.0003066272048558773
0.011407449442663151,0.00163808369920476,-0.00030664808990651265
0.01140791624076873,0.0016393127362179332,-0.0003066689323006264
0.0114083817577947,0.0016405407008678308,-0.0003066897325276464
0.011408845997686184,0.0016417675872765793,-0.00030671049108253344
0.01140930896450827,0.0016429933896723718,-0.0003067312084659591
0.011409770662444668,0.0016442181023881026,-0.00030675188518450536
0.01141023109579679,0.0016454417198601956,-0.00030677252175088574
0.0114106902689833,0.001646664236627634,-0.0003067931186841855
0.011411148186540116,0.0016478856473311962,-0.00030681367651012105
0.011411604853120866,0.0016491059467129245,-0.000306834195761319
0.01141206027349786,0.001650325129615841,-0.0003068546769776134
0.011412514452563539,0.0016515431909839506,-0.00030687512070636013
0.011412967395332473,0.001652760125862571,-0.0003068955275027689
0.011413419106943939,0.0016539759293990413,-0.0003069158979302496
0.011413869592665084,0.001655190596843881,-0.0003069362325607722
0.011414318857894729,0.0016564041235524812,-0.0003069565319752348
0.011414766908167869,0.0016576165049874301,-0.0003069767967638358
0.011415213749160831,0.0016588277367215992,-0.0003069970275264428
0.011415659386697237,0.0016600378144421355,-0.000307017224872948
0.011416103826754639,0.0016612467339555451,-0.0003070373894235978
0.01141654707547198,0.0016624544911940677,-0.00030705752180927863
0.011416989139157742,0.0016636610822236037,-0.0003070776226717381
0.01141743002429877,0.001664866503253469,-0.00030709769266371023
0.011417869737569709,0.0016660707506483152,-0.0003071177324489123
0.011418308285842824,0.0016672738209425962,-0.0003071377427018645
0.011418745676198008,0.0016684757108579916,-0.00030715772410747777
0.011419181915932651,0.0016696764173242586,-0.0003071776773603401
0.011419617012570814,0.001670875937504003,-0.00030719760316361676
0.011420050973871174,0.0016720742688218684,-0.00030721750222746614
0.011420483807832808,0.0016732714089986343,-0.0003072373752668511
0.01142091552269777,0.001674467356090647,-0.0003072572229986148
0.011421346126949101,0.0016756621085348708,-0.0003072770461376699
0.011421775629302565,0.001676855665199642,-0.00030729684539214255
0.011422204038690174,0.0016780480254408535,-0.00030731662145731055
0.011422631364233169,0.0016792391891628257,-0.00030733637500818793
0.011423057615202016,0.0016804291568824471,-0.00030735610669064227
0.011423482800960774,0.0016816179297943236,-0.0003073758171109939
0.011423906930893495,0.0016828055098336457,-0.0003073955068241445
0.011424330014310712,0.0016839918997323248,-0.00030741517632042783
0.01142475206033521,0.0016851771030627787,-0.0003074348260115593
0.011425173077767652,0.0016863611242627237,-0.00030745445621629074
0.011425593074935004,0.00168754396863375,-0.0003074740671466208
0.011426012059527185,0.0016887256423065722,-0.00030749365889564577
0.011426430038430418,0.0016899061521670252,-0.0003075132314283096
0.011426847017568409,0.001691085505739293,-0.0003075327845763624
0.01142726300176452,0.00169226371102656,-0.00030755231803871873
0.011427677994638636,0.0016934407763139346,-0.00030757183138807305
0.01142809199855104,0.001694616709943542,-0.0003075913240840963
0.01142850501460218,0.0016957915200761153,-0.0003076107954928542
0.011428917042691916,0.001696965214456361,-0.0003076302449113626
0.011429328081635456,0.0016981378001999627,-0.00030764967159556975
0.011429738129327165,0.001699309283618108,-0.0003076690747896506
0.011430147182938328,0.001700479670091112,-0.000307688453754399
0.011430555239132431,0.001701648963996994,-0.0003077078077927244
0.011430962294281062,0.001702817168694777,-0.00030772713627073015
0.011431368344665717,0.0017039842865570053,-0.0003077464386334682
0.011431773386654255,0.0017051503190421945,-0.00030776571441510107
0.01143217741684508,0.0017063152667959943,-0.0003077849632437522
0.011432580432176261,0.001707479129769642,-0.00030780418484172207
0.011432982430000299,0.0017086419073453773,-0.00030782337902198137
0.011433383408127756,0.0017098035984604262,-0.0003078425456819206
0.011433783364844423,0.0017109642017233606,-0.0003078616847952925
0.011434182298907393,0.0017121237155188378,-0.0003078807964031622
0.011434580209525194,0.0017132821380985675,-0.0003078998806045214
0.01143497709632685,0.0017144394676578392,-0.00030791893754705845
0.011435372959323847,0.0017155957023979789,-0.00030793796741842563
0.011435767798868289,0.0017167508405757912,-0.00030795697043821597
0.011436161615609775,0.0017179048805414095,-0.00030797594685076304
0.011436554410452743,0.0017190578207661367,-0.00030799489691880097
0.011436946184515615,0.0017202096598618495,-0.00030801382091797086
0.011437336939092482,0.0017213603965934535,-0.0003080327191321264
0.01143772667561785,0.0017225100298857102,-0.0003080515918493721
0.011438115395634581,0.0017236585588256026,-0.0003080704393587578
0.011438503100765092,0.0017248059826612103,-0.00030808926194755213
0.011438889792685739,0.00172595230079792,-0.00030810805989901936
0.011439275473104166,0.0017270975127926323,-0.000308126833490629
0.011439660143739427,0.0017282416183465063,-0.00030814558299263524
0.011440043806304675,0.0017293846172966678,-0.00030816430866697055
0.01144042646249212,0.0017305265096072178,-0.0003081830107664027
0.011440808113960102,0.0017316672953598,-0.0003082016895339149
0.01144118876232201,0.0017328069747439272,-0.0003082203452022724
0.011441568409136864,0.0017339455480472172,-0.0003082389779937451
0.0114419470559014,0.0017350830156456476,-0.0003082575881199608
0.011442324704043466,0.001736219377993913,-0.00030827617578186965
0.011442701354916625,0.0017373546356159412,-0.00030829474116979933
0.011443077009795839,0.0017384887890956066,-0.00030831328446359
0.01144345166987409,0.0017396218390676723,-0.0003083318058327954
0.011443825336259924,0.0017407537862089712,-0.00030835030543694135
0.011444198009975768,0.0017418846312298414,-0.0003083687834258353
0.011444569691957007,0.001743014374865817,-0.0003083872399399187
0.01144494038305178,0.0017441430178695833,-0.00030840567511066007
0.011445310084021403,0.0017452705610031913,-0.00030842408906098397
0.011445678795541465,0.0017463970050305363,-0.0003084424819057336
0.011446046518203506,0.001747522350710109,-0.00030846085375216503
0.011446413252517336,0.0017486465987880174,-0.00030847920470047175
0.011446778998913915,0.0017497697499912956,-0.0003084975348443388
0.011447143757748888,0.0017508918050215124,-0.0003085158442715253
0.011447507529306695,0.0017520127645486987,-0.00030853413306447476
0.011447870313805335,0.0017531326292056248,-0.00030855240130095365
0.011448232111401791,0.0017542513995824603,-0.0003085706490547153
0.011448592922198117,0.0017553690762218638,-0.00030858887639619015
0.011448952746248233,0.0017564856596145627,-0.00030860708339319905
0.011449311583565502,0.0017576011501954883,-0.000308625270111687
0.011449669434131034,0.0017587155483405612,-0.0003086434366164748
0.011450026297902831,0.0017598288543642295,-0.0003086615829720212
0.011450382174825769,0.001760941068517889,-0.0003086797092431895
0.011450737064842453,0.0017620521909893392,-0.0003086978154960087
0.011451090967904937,0.0017631622219034591,-0.0003087159017984141
0.011451443883987347,0.001764271161324319,-0.0003087339682209518
0.011451795813099356,0.0017653790092589793,-0.00030875201483742396
0.011452146755300456,0.0017664857656632758,-0.00030877004172544394
0.011452496710714934,0.0017675914304499229,-0.0003087880489668669
0.011452845679547387,0.0017686960034993282,-0.00030880603664804865
0.011453193662098517,0.0017697994846735368,-0.0003088240048598743
0.011453540658780865,0.00177090187383379,-0.0003088419536974881
0.011453886670134004,0.0017720031708621847,-0.0003088598832596376
0.011454231696838528,0.0017731033756879578,-0.0003088777936475317
0.011454575739727971,0.001774202488318884,-0.0003088956849630928
0.01145491879979758,0.0017753005088782144,-0.0003089135573064677
0.011455260878208511,0.0017763974376474568,-0.00030893141077264526
0.011455601976285788,0.0017774932751150661,-0.00030894924544702033
0.011455942095507996,0.0017785880220307724,-0.00030896706139974206
0.011456281237486403,0.0017796816794647782,-0.00030898485867869645
0.011456619403930961,0.0017807742488703793,-0.0003090026373010111
0.011456956596600629,0.001781865732147707,-0.0003090203972430324
0.011457292817235546,0.0017829561317052394,-0.00030903813842882676
0.011457628067469257,0.0017840454505145668,-0.00030905586071740547
0.011457962348720069,0.0017851336921527181,-0.00030907356388906
0.011458295662062336,0.0017862208608253384,-0.0003090912476314251
0.011458628008080621,0.0017873069613634491,-0.00030910891152613625
0.011458959386712339,0.0017883919991866775,-0.00030912655503717817
0.0114592897970875,0.0017894759802270822,-0.00030914417750219303
0.011459619237376846,0.0017905589108101908,-0.00030916177812806184
0.01145994770466163,0.0017916407974936266,-0.00030917935599194185
0.01146027519483873,0.001792721646868433,-0.00030919691004860063
0.011460601702573348,0.0017938014653332184,-0.0003092144391443403
0.011460927221307966,0.0017948802588556782,-0.0003092319420371182
0.01146125174333083,0.0017959580327388527,-0.00030924941742174544
0.01146157525990092,0.001797034791409973,-0.00030926686395842503
0.011461897761420243,0.001798110538247615,-0.00030928428030250414
0.0114622192376394,0.0017991852754584926,-0.00030930166513322985
0.011462539677879897,0.0018002590040094336,-0.00030931901717953244
0.011462859071256399,0.0018013317236140588,-0.0003093363352413438
0.011463177406884335,0.0018024034327684434,-0.000309353618205577
0.01146349467406185,0.001803474128826372,-0.0003093708650565241
0.011463810862419358,0.0018045438081029626,-0.0003093880748809745
0.011464125962034083,0.001805612465995294,-0.0003094052468687439
0.011464439963510464,0.0018066800971098288,-0.00030942238030952384
0.011464752858029604,0.001807746695388349,-0.0003094394745870286
0.011465064637372568,0.0018088122542263528,-0.000309456529171368
0.011465375293922766,0.001809876766579996,-0.000309473543610449
0.01146568482065262,0.0018109402250595132,-0.00030949051752105254
0.011465993211099213,0.0018120026220084912,-0.00030950745058006863
0.011466300459332985,0.0018130639495693897,-0.00030952434251622403
0.011466606559922552,0.0018141241997363714,-0.00030954119310250874
0.011466911507898239,0.0018151833643968603,-0.00030955800214941154
0.01146721529871601,0.0018162414353633915,-0.00030957476949899937
0.011467517928223063,0.0018172984043973183,-0.00030959149501982576
0.011467819392625879,0.0018183542632258308,-0.0003096081786026206
0.011468119688461132,0.001819409003553605,-0.00030962482015669455
0.011468418812569697,0.0018204626170702173,-0.0003096414196069827
0.011468716762073713,0.0018215150954542904,-0.00030965797689164973
0.011469013534356686,0.0018225664303751765,-0.00030967449196018306
0.011469309127046365,0.0018236166134928317,-0.0003096909647719019
0.011469603538000242,0.00182466563645641,-0.0003097073952948225
0.011469896765293395,0.0018257134909019927,-0.000309723783504821
0.011470188807208499,0.0018267601684497873,-0.00030974012938504643
0.01147047966222767,0.0018278056607010421,-0.000309756432925542
0.011470769329026046,0.0018288499592348734,-0.00030977269412303915
0.011471057806466808,0.0018298930556051515,-0.000309788912980893
0.011471345093597518,0.0018309349413375428,-0.0003098050895091357
0.011471631189647587,0.0018319756079267931,-0.00030982122372462514
0.011471916094026738,0.0018330150468343015,-0.0003098373156512722
0.011472199806324341,0.0018340532494860167,-0.00030985336532033287
0.01147248232630951,0.001835090207270679,-0.0003098693727707524
0.011472763653931892,0.0018361259115384219,-0.00030988533804955306
0.011473043789323019,0.0018371603535997313,-0.0003099012612122572
0.01147332273279823,0.0018381935247247707,-0.000309917142323341
0.011473600484859053,0.0018392254161430594,-0.0003099329814567124
0.011473877046196044,0.0018402560190435094,-0.0003099487786962109
0.011474152417692026,0.0018412853245748093,-0.00030996453413612674
0.011474426600425726,0.0018423133238461586,-0.000309980247881736
0.011474699595675781,0.0018433400079283472,-0.00030999592004985176
0.011474971404925132,0.0018443653678551861,-0.0003100115507693898
0.011475242029865763,0.0018453893946253,-0.0003100271401819474
0.011475511472403862,0.0018464120792042883,-0.0003100426884423955
0.011475779734665327,0.0018474334125272837,-0.00031005819571948326
0.01147604681900174,0.0018484533855019306,-0.0003100736621964539
0.011476312727996738,0.0018494719890118278,-0.0003100890880716711
0.011476577464472882,0.0018504892139204815,-0.00031010447355925367
0.01147684103149901,0.0018515050510758365,-0.0003101198188897166
0.01147710343239814,0.0018525194913154674,-0.0003101351243106131
0.011477364670755927,0.0018535325254725246,-0.0003101503900871747
0.011477624750429733,0.0018545441443825644,-0.00031016561650293973
0.011477883675558324,0.0018555543388914047,-0.0003101808038603606
0.0114781414505722,0.001856563099864188,-0.0003101959524813784
0.011478398080204571,0.001857570418195861,-0.00031021106270794405
0.01147865356950296,0.0018585762848233182,-0.00031022613490246613
0.011478907923841363,0.0018595806907395016,-0.0003102411694481542
0.011479161148932868,0.0018605836270097922,-0.0003102561667492215
0.011479413250842571,0.00186158508479107,-0.0003102711272309003
0.011479664236000546,0.0018625850553538779,-0.00031028605133921094
0.011479914111214498,0.001863583530108149,-0.00031030093954041493
0.011480162883681626,0.0018645805006330053,-0.00031031579232006516
0.011480410560999037,0.0018655759587111321,-0.0003103306101815508
0.011480657151171827,0.001866569896368223,-0.0003103453936440158
0.011480902662617712,0.0018675623059179183,-0.00031036014323951495
0.011481147104166832,0.0018685531800125264,-0.00031037485950925455
0.011481390485054966,0.0018695425116995869,-0.0003103895429987535
0.01148163281490817,0.0018705302944839815,-0.00031040419425176427
0.011481874103716472,0.0018715165223947953,-0.0003104188138028023
0.011482114361794079,0.0018725011900554461,-0.0003104334021681729
0.011482353599723496,0.0018734842927547156,-0.0003104479598354479
0.011482591828281132,0.001874465826515272,-0.0003104624872514492
0.011482829058342555,0.0018754457881550895,-0.0003104769848089468
0.011483065300766567,0.001876424175335977,-0.000310491452832467
0.011483300566258986,0.0018774009865924523,-0.00031050589156384476
0.011483534865219152,0.0018783762213336146,-0.00031052030114839816
0.011483768207574992,0.001879349879810919,-0.00031053468162283766
0.011484000602615356,0.0018803219630460141,-0.0003105490329061898
0.011484232058831145,0.00188129247271539,-0.0003105633547950504
0.011484462583778493,0.0018822614109924106,-0.0003105776469643454
0.011484692183977801,0.0018832287803520697,-0.000310591908974418
0.011484920864860741,0.0018841945833488526,-0.0003106061402847116
0.011485148630773689,0.0018851588223824309,-0.0003106203402736145
0.011485375485040587,0.0018861214994686682,-0.00031063450826331946
0.011485601430081932,0.0018870826160337251,-0.0003106486435479301
0.011485826467580378,0.0018880421727468283,-0.0003106627454226814
0.011486050598678833,0.001889000169402761,-0.0003106768132120664
0.011486273824194388,0.001889956604859331,-0.0003106908462949175
0.011486496144831444,0.0018909114770290425,-0.0003107048441249764
0.011486717561379584,0.001891864782919063,-0.0003107188062461129
0.011486938074885407,0.0018928165187099908,-0.00031073273230197907
0.011487157686791817,0.0018937666798621861,-0.0003107466220404194
0.011487376399042357,0.0018947152612383692,-0.0003107604753133409
0.011487594214151511,0.0018956622572323838,-0.00031077429207295387
0.01148781113524436,0.001896607661895978,-0.0003107880723653571
0.011488027166070322,0.0018975514690576605,-0.0003108018163223878
0.011488242310996202,0.001898493672429819,-0.00031081552415252925
0.011488456574983767,0.001899434265702107,-0.00031082919613151347
0.011488669963556472,0.001900373242620517,-0.00031084283259309373
0.011488882482759318,0.0019013105970525624,-0.00031085643392031464
0.011489094139114983,0.0019022463230396322,-0.0003108700005374819
0.011489304939578652,0.001903180414837936,-0.000310883532902938
0.011489514891493292,0.0019041128669495884,-0.0003108970315026799
0.011489724002546641,0.0019050436741453883,-0.0003109104968447997
0.011489932280730602,0.0019059728314807275,-0.00031092392945470494
0.011490139734303536,0.0019069003343059351,-0.00031093732987104997
0.011490346371755653,0.0019078261782721738,-0.00031095069864230525
0.011490552201777485,0.001908750359333854,-0.0003109640363238885
0.01149075723323138,0.0019096728737483552,-0.0003109773434757841
0.011490961475125839,0.001910593718073701,-0.0003109906206605822
0.011491164936592512,0.0019115128891647175,-0.00031100386844187605
0.01149136762686558,0.0019124303841680879,-0.0003110170873829631
0.011491569555263339,0.0019133462005166307,-0.0003110302780458012
0.011491770731171773,0.0019142603359230531,-0.00031104344099018013
0.011491971164029835,0.0019151727883733802,-0.00031105657677307297
0.011492170863316352,0.001916083556120196,-0.0003110696859481373
0.011492369838538297,0.0019169926376758155,-0.0003110827690653429
0.01149256809922031,0.0019179000318054623,-0.0003110958266707041
0.011492765654895345,0.0019188057375205034,-0.0003111088593061011
0.011492962515096298,0.0019197097540717936,-0.000311121867509175
0.01149315868934854,0.0019206120809431365,-0.0003111348518132872
0.01149335418716326,0.0019215127178448972,-0.0003111478127475324
0.011493549018031556,0.0019224116647077634,-0.00031116075083679887
0.011493743191419215,0.0019233089216766643,-0.0003111736666018705
0.011493936716762118,0.0019242044891048505,-0.0003111865605595651
0.011494129603462279,0.0019250983675481342,-0.0003111994332229081
0.011494321860884437,0.001925990557759294,-0.00031121228510133555
0.011494513498353237,0.0019268810606826465,-0.00031122511670092837
0.011494704525150952,0.0019277698774487866,-0.0003112379285246743
0.011494894950515772,0.0019286570093695141,-0.0003112507210727568
0.011495084783640646,0.0019295424579329546,-0.0003112634948428722
0.0114952740336727,0.0019304262247988942,-0.00031127625033057195
0.011495462709713269,0.0019313083117943617,-0.00031128898802963164
0.011495650820818519,0.001932188720909484,-0.00031130170843244497
0.011495838376000721,0.0019330674542936722,-0.00031131441203044224
0.011496025384230234,0.0019339445142521827,-0.0003113270993145306
0.011496211854438158,0.0019348199032431367,-0.0003113397707755548
0.011496397795519777,0.0019356936238750812,-0.0003113524269047741
0.011496583216338762,0.0019365656789051959,-0.0003113650681943495
0.011496768125732236,0.001937436071238282,-0.00031137769513783477
0.011496952532516645,0.001938304803926685,-0.0003113903082306602
0.011497136445494532,0.0019391718801713372,-0.0003114029079705971
0.011497319873462189,0.0019400373033241424,-0.00031141549485818335
0.011497502825218135,0.0019409010768919562,-0.0003114280693970885
0.011497685309572412,0.0019417632045424676,-0.00031144063209438797
0.011497867335356562,0.0019426236901123235,-0.00031145318346070957
0.01149804891143415,0.0019434825376178895,-0.0003114657240102037
0.011498230046711543,0.0019443397512690856,-0.0003114782542602802
0.011498410750148621,0.001945195335486782,-0.00031149077473103853
0.011498591030768926,0.0019460492949242587,-0.00031150328594430445
0.011498770897668542,0.0019469016344932592,-0.00031151578842216864
0.011498950360022863,0.0019477523593951372,-0.0003115282826849068
0.011499129427090096,0.0019486014751575282,-0.0003115407692481394
0.011499308108210086,0.0019494489876768434,-0.0003115532486190794
0.011499486412796705,0.001950294903266643,-0.0003115657212917015
0.011499664350321764,0.0019511392287115876,-0.00031157818774066976
0.011499841930288074,0.0019519819713261588,-0.00031159064841387217
0.011500019162189089,0.0019528231390166229,-0.00031160310372345206
0.011500196055452478,0.001953662740343849,-0.0003116155540352897
0.011500372619365245,0.0019545007845834963,-0.0003116279996569972
0.011500548862978518,0.0019553372817789146,-0.0003116404408246399
0.011500724794991304,0.0019561722427809056,-0.00031165287768859323
0.011500900423614083,0.0019570056792675,-0.00031166531029917826
0.01150107575641544,0.001957837603736388,-0.0003116777385929715
0.011501250800157719,0.0019586680294628868,-0.0003116901623809144
0.011501425560630529,0.0019594969704176896,-0.0003117025813395108
0.01150160004249381,0.001960324441141282,-0.00031171499500643135
0.01150177424914379,0.001961150456575802,-0.00031172740278169225
0.011501948182615658,0.001961975031859943,-0.00031173980393521127
0.011502121843534925,0.001962798182097532,-0.00031175219762097454
0.011502295231125751,0.0019636199221147155,-0.0003117645828973502
0.011502468343278964,0.0019644402662233116,-0.0003117769587523621
0.011502641176676051,0.0019652592280080985,-0.0003117893241321362
0.01150281372695948,0.001966076820153416,-0.0003118016779703697
0.01150298598893493,0.0019668930543198858,-0.00031181401921662736
0.011503157956788865,0.00196770794107621,-0.0003118263468615299
0.011503329624304738,0.001968521489885004,-0.0003118386599574008
0.011503500985063713,0.0019693337091365717,-0.0003118509576335617
0.0115036720326192,0.001970144606221033,-0.0003118632391060921
0.011503842760638998,0.001970954187627566,-0.00031187550368239357
0.011504013163012772,0.001971762459059548,-0.0003118877507612705
0.011504183233925916,0.0019725694255556155,-0.00031189997982944244
0.011504352967903248,0.001973375091608615,-0.0003119121904554554
0.011504522359827242,0.0019741794612766366,-0.0003119243822819032
0.011504691404936073,0.001974982538282417,-0.00031193655501674195
0.011504860098806576,0.001975784326099192,-0.00031194870842432543
0.01150502843732671,0.0019765848280224704,-0.00031196084231662646
0.01150519641666146,0.0019773840472281693,-0.0003119729565449653
0.01150536403321525,0.0019781819868181986,-0.0003119850509924419
0.011505531283593287,0.0019789786498548975,-0.00031199712556717574
0.011505698164563498,0.001979774039385875,-0.0003120091801963854
0.011505864673020333,0.0019805681584607877,-0.00031202121482129064
0.01150603080595112,0.0019813610101414867,-0.0003120332293927901
0.011506196560405422,0.0019821525975068114,-0.0003120452238678491
0.011506361933467582,0.001982942923653164,-0.0003120571982065237
0.011506526922232512,0.0019837319916917867,-0.000312069152369545
0.011506691523784538,0.0019845198047435484,-0.0003120810863163918
0.011506855735179239,0.0019853063659318786,-0.0003120930000037835
0.011507019553427995,0.001986091678374365,-0.00031210489338453156
0.011507182975485074,0.001986875745173436,-0.0003121167664066963
0.011507345998236987,0.001987658569406452,-0.0003121286190130001
0.011507508618493912,0.001988440154115456,-0.0003121404511404584
0.011507670832982958,0.0019892205022967856,-0.0003121522627201919
0.011507832638343136,0.00198999961689069,-0.00031216405367739134
0.01150799403112177,0.001990777500771061,-0.0003121758239314102
0.011508155007772277,0.0019915541567353695,-0.00031218757339596505
0.011508315564653135,0.0019923295874948533,-0.0003121993019794254
0.01150847569802793,0.0019931037956650095,-0.0003122110095851813
0.011508635404066393,0.001993876783756415,-0.00031222269611207474
0.011508794678846319,0.0019946485541658954,-0.0003122343614548875
0.011508953518356313,0.0019954191091680518,-0.00031224600550487685
0.011509111918499277,0.0019961884509071604,-0.0003122576281503548
0.011509269875096628,0.0019969565813894442,-0.0003122692292773037
0.01150942738389317,0.001997723502475724,-0.0003122808087700269
0.011509584440562604,0.0019984892158744507,-0.00031229236651183166
0.011509741040713662,0.001999253723135127,-0.0003123039023857399
0.011509897179896852,0.00200001702564213,-0.00031231541627522796
0.011510052853611783,0.0020007791246089354,-0.00031232690806499297
0.011510208057315114,0.0020015400210727746,-0.0003123383776417451
0.011510362786429083,0.0020022997158897363,-0.0003123498248950248
0.011510517036350696,0.0020030582097303453,-0.0003123612497180445
0.011510670802461518,0.0020038155030756566,-0.0003123726520085534
0.011510824080138147,0.0020045715962139117,-0.00031238403166972405
0.011510976864763378,0.0020053264892378178,-0.0003123953886110595
0.011511129151738088,0.002006080182042521,-0.0003124067227493159
0.011511280936493857,0.0020068326743243703,-0.00031241803400943927
0.011511432214506416,0.0020075839655805663,-0.00031242932232550854
0.011511582981309847,0.002008334055109851,-0.0003124405876416779
0.011511733232511676,0.002009082942014371,-0.0003124518299131083
0.011511882963808784,0.002009830625202923,-0.00031246304910687267
0.011512032171004168,0.002010577103395789,-0.0003124742452028188
0.011512180850024523,0.0020113223751314323,-0.0003124854181943641
0.011512328996938577,0.002012066438775357,-0.0003124965680891931
0.011512476607976064,0.00201280929253147,-0.00031250769490981904
0.011512623679547166,0.00201355093445636,-0.00031251879869396184
0.011512770208262184,0.0020142913624769197,-0.00031252987949468094
0.011512916190951013,0.002015030574411808,-0.0003125409373801922
0.011513061624681981,0.002015768567997269,-0.0003125519724332776
0.011513206506779318,0.002016505340917824,-0.00031256298475018364
0.011513350834838353,0.002017240890842357,-0.0003125739744388836
0.01151349460673733,0.002017975215466016,-0.00031258494161656323
0.011513637820644317,0.002018708312558227,-0.0003125958864061723
0.01151378047501752,0.0020194401800168685,-0.0003126068089318766
0.011513922568596836,0.0020201708159282962,-0.0003126177093132432
0.011514064100384296,0.002020900218632367,-0.0003126285876580093
0.011514205069610768,0.00202162838679092,-0.0003126394440533221
0.011514345475686267,0.0020223553194572506,-0.00031265027855540713
0.01151448531813147,0.002023081016143041,-0.00031266109117773213
0.011514624596488563,0.0020238054768780146,-0.0003126718818778865
0.011514763310210764,0.002024528702256369,-0.0003126826505435964
0.011514901458531467,0.002025250693463086,-0.000312693396978531
0.011515039040316356,0.002025971452272699,-0.0003127041208888104
0.011515176053904532,0.0020266909810134036,-0.0003127148218713531
0.011515312496947759,0.0020274092824908237,-0.0003127254994053607
0.011515448366259538,0.0020281263598684327,-0.0003127361528482598
0.011515583657687541,0.00202884221650563,-0.0003127467814372618
0.011515718366023161,0.002029556855759301,-0.0003127573842973189
0.011515852484960027,0.002030270280759722,-0.0003127679604556836
0.01151598600710958,0.0020309824941759425,-0.00031277850886256997
0.011516118924076096,0.002031693497988271,-0.0003127890284166968
0.011516251226587164,0.0020324032932855607,-0.00031279951799390097
0.011516382904669662,0.0020331118801025063,-0.0003128099764766632
0.011516513947856726,0.0020338192573074797,-0.00031282040278235527
0.011516644345408993,0.0020345254225455473,-0.000312830795888298
0.011516774086533644,0.002035230372235376,-0.000312841154852223
0.011516903160587164,0.0020359341016137266,-0.0003128514788273633
