sun_x,sun_y,sun_z
0.006493403708709652,-0.00019364926037586516,-0.0001658554094413612
0.006494971182425823,-0.00019441333732046182,-0.0001658972479893448
0.006496540343871975,-0.0001951774184806946,-0.00016593911993040053
0.006498111193497791,-0.00019594150298176175,-0.00016598102516501406
0.006499683732347862,-0.0001967055904308359,-0.00016602296370196335
0.006501257962104804,-0.0001974696807715286,-0.0001660649356505585
0.006502833885101109,-0.00019823377414679932,-0.00016610694121069582
0.006504411504305837,-0.00019899787077560564,-0.00016614898066172025
0.0065059908232924756,-0.00019976197084623523,-0.00016619105435091452
0.006507571846193788,-0.00020052607442734574,-0.00016623316268223585
0.0065091545776487314,-0.00020129018139632715,-0.00016627530610573087
0.00651073902274547,-0.00020205429138367762,-0.0001663174851078952
0.0065123251869636314,-0.00020281840373155766,-0.00016635970020311108
0.006513913076117994,-0.00020358251746447484,-0.00016640195192620146
0.006515502696305118,-0.0002043466312700482,-0.00016644424082606823
0.006517094053853827,-0.000205110743487938,-0.00016648656746034174
0.006518687155279977,-0.00020587485210523212,-0.00016652893239094406
0.00652028200724568,-0.00020663895475681957,-0.00016657133618045857
0.006521878616522898,-0.00020740304872952234,-0.0001666137793891982
0.0065234769899611515,-0.00020816713096897887,-0.00016665626257286967
0.006525077134459106,-0.00020893119808847445,-0.0001666987862807402
0.006526679056939611,-0.00020969524637908362,-0.0001667413510542232
0.0065282827643279116,-0.00021045927182063496,-0.00016678395742580998
0.006529888263532635,-0.00021122327009312516,-0.000166826605918286
0.006531495561429244,-0.0002119872365883054,-0.0001668692970441782
0.0065331046648456565,-0.00021275116642123707,-0.00016691203130538983
0.006534715580549766,-0.00021351505444167337,-0.00016695480919298638
0.006536328315238615,-0.0002142788952451686,-0.00016699763118710218
0.006537942875529015,-0.00021504268318385026,-0.0001670404977569438
0.006539559267949441,-0.0002158064123768166,-0.0001670834093608705
0.006541177498933024,-0.00021657007672013824,-0.00016712636644653558
0.006542797574811544,-0.0002173336698964589,-0.00016716936945107599
0.006544419501810275,-0.00021809718538419608,-0.00016721241880134083
0.006546043286043614,-0.00021886061646635125,-0.00016725551491415008
0.006547668933511414,-0.00021962395623893944,-0.00016729865819657864
0.006549296450095955,-0.0002203871976190522,-0.00016734184904625973
0.006550925841559497,-0.00022115033335256466,-0.00016738508785170555
0.006552557113542402,-0.0002219133560214976,-0.0001674283749926413
0.006554190271561762,-0.00022267625805104187,-0.0001674717108403516
0.006555825321010549,-0.00022343903171624928,-0.00016751509575803719
0.006557462267157239,-0.00022420166914838876,-0.00016755853010118132
0.006559101115145937,-0.00022496416234096193,-0.0001676020142179241
0.006560741869996979,-0.000225726503155366,-0.00016764554844944454
0.006562384536608034,-0.00022648868332618416,-0.00016768913313034854
0.006564029119755687,-0.0002272506944660765,-0.00016773276858906216
0.006565675624097554,-0.0002280125280702344,-0.0001677764551482271
0.006567324054174907,-0.00022877417552035148,-0.00016782019312509727
0.006568974414415841,-0.00022953562808805214,-0.00016786398283193186
0.006570626709138994,-0.00023029687693770524,-0.00016790782457638074
0.00657228094255783,-0.00023105791312853444,-0.00016795171866185624
0.006573937118785497,-0.00023181872761592114,-0.00016799566538788313
0.0065755952418402475,-0.00023257931125177352,-0.0001680396650504166
0.006577255315651421,-0.0002333396547838161,-0.00016808371794211542
0.006578917344065956,-0.00023409974885362734,-0.00016812782435255343
0.006580581330855381,-0.00023485958399322807,-0.00016817198456834843
0.006582247279723189,-0.0002356191506199936,-0.0001682161988731831
0.006583915194312512,-0.00023637843902963234,-0.0001682604675476855
0.006585585078213872,-0.00023713743938694575,-0.00016830479086912971
0.006587256934972806,-0.00023789614171405363,-0.00016834916911090942
0.006588930768097026,-0.00023865453587574908,-0.00016839360254172658
0.0065906065810626665,-0.0002394126115616318,-0.00016843809142442757
0.006592284377319093,-0.00024017035826467238,-0.0001684826360144059
0.006593964160291505,-0.00024092776525588665,-0.00016852723655748039
0.006595645933380471,-0.00024168482155486335,-0.000168571893287144
0.006597329699957246,-0.0002424415158960003,-0.00016861660642106979
0.006599015463353539,-0.00024319783669048934,-0.00016866137615675352
0.0066007032268441635,-0.00024395377198436062,-0.0001687062026661733
0.0066023929936207095,-0.0002447093094132837,-0.0001687510860893578
0.006604084766754342,-0.000245464436155339,-0.00016879602652678186
0.006605778549145625,-0.00024621913888363896,-0.00016884102403055546
0.006607474343459479,-0.0002469734037214862,-0.00016888607859445105
0.0066091721520437205,-0.0002477272162036825,-0.0001689311901429214
0.0066108719768303665,-0.00024848056124857385,-0.00016897635851940935
0.006612573819220061,-0.00024923342314631174,-0.00016902158347442987
0.0066142776799516965,-0.0002499857855694437,-0.0001690668646541134
0.0066159835589613865,-0.00025073763161206995,-0.00016911220159010403
0.006617691455237537,-0.000251488943863148,-0.00016915759369188455
0.0066194013666812275,-0.0002522397045178432,-0.00016920304024269387
0.006621113289983299,-0.0002529898955279908,-0.00016924854040016872
0.006622827220530697,-0.0002537394987888264,-0.00016929409320262838
0.006624543152354286,-0.0002544884963545664,-0.00016933969758151486
0.006626261078128041,-0.0002552368706708499,-0.00016938535237992104
0.006627980989225393,-0.00025598460480840703,-0.0001694310563764533
0.006629702875832732,-0.0002567316826804847,-0.00016947680831300721
0.006631426727113882,-0.0002574780892271542,-0.00016952260692450498
0.0066331525314136195,-0.0002582238105527466,-0.00016956845096838057
0.0066348802764843295,-0.0002589688340078073,-0.00016961433925164788
0.006636609949718237,-0.00025971314821315324,-0.00016966027065374673
0.006638341538368631,-0.0002604567430296684,-0.00016970624414394103
0.006640075029746459,-0.00026119960948235867,-0.00016975225879271874
0.006641810411383044,-0.00026194173965024445,-0.000169798313777291
0.00664354767115433,-0.00026268312653475597,-0.00016984440838180517
0.006645286797366305,-0.00026342376391866,-0.0001698905419932232
0.006647027778804549,-0.00026416364622571057,-0.00016993671409396805
0.0066487706047529726,-0.00026490276838875965,-0.00016998292425243706
0.006650515264987871,-0.0002656411257314893,-0.0001700291721123643
0.006652261749753549,-0.0002663787138666036,-0.00017007545738183838
0.006654010049725299,-0.00026711552861143225,-0.00017012177982258516
0.006655760155964721,-0.0002678515659205193,-0.0001701681392399364
0.006657512059871371,-0.00026858682183386926,-0.00017021453547374327
0.0066592657531337925,-0.00026932129243901386,-0.00017026096839036447
0.006661021227682114,-0.00027005497384486384,-0.00017030743787576293
0.006662778475643661,-0.0002707878621653095,-0.00017035394382967808
0.00666453748930247,-0.0002715199535106754,-0.00017040048616080036
0.0066662982610631435,-0.00027225124398533746,-0.0001704470647828504
0.006668060783419169,-0.00027298172969005143,-0.00017049367961145654
0.006669825048925632,-0.0002737114067277752,-0.00017054033056172323
0.006671591050176076,-0.0002744402712119913,-0.00017058701754638948
0.006673358779783227,-0.00027516831927673255,-0.00017063374047448387
0.006675128230363212,-0.00027589554708768246,-0.0001706804992503934
0.006676899394522933,-0.0002766219508538643,-0.00017072729377327474
0.0066786722648502425,-0.00027734752683954936,-0.00017077412393674566
0.006680446833906599,-0.00027807227137610695,-0.0001708209896288039
0.006682223094221885,-0.0002787961808735958,-0.00017086789073193103
0.0066840010382911265,-0.00027951925183195063,-0.00017091482712334305
0.0066857806585728825,-0.00028024148085166694,-0.00017096179867535954
0.006687561947489073,-0.00028096286464391636,-0.00017100880525586584
0.0066893448974260665,-0.00028168340004005514,-0.00017105584672884858
0.006691129500736871,-0.0002824030840005022,-0.0001711029229549888
0.0066929157497442986,-0.00028312191362298033,-0.00017115003379229975
0.0066947036367449725,-0.0002838398861501214,-0.0001711971790967987
0.00669649315401409,-0.0002845569989764418,-0.0001712443587232054
0.006698284293810845,-0.00028527324965469975,-0.00017129157252566046
0.006700077048384478,-0.00028598863590164497,-0.00017133882035845837
0.006701871409980846,-0.00028670315560317246,-0.00017138610207679216
0.0067036673708495195,-0.0002874168068188907,-0.00017143341753750606
0.006705464923251331,-0.00028812958778611127,-0.0001714807665998539
0.0067072640594663755,-0.00028884149692326336,-0.0001715281491262619
0.006709064771802437,-0.0002895525328327339,-0.00017157556498309387
0.0067108670526038194,-0.00029026269430312645,-0.00017162301404141742
0.006712670894260592,-0.00029097198031092776,-0.0001716704961777705
0.006714476289218223,-0.0002916803900215636,-0.00017171801127492567
0.006716283229987635,-0.00029238792278981745,-0.0001717655592226516
0.0067180917091556585,-0.00029309457815957635,-0.00017181313991846832
0.006719901719395908,-0.0002938003558628586,-0.00017186075326839435
0.0067217132534800736,-0.00029450525581806543,-0.00017190839918768122
0.006723526304289662,-0.00029520927812738603,-0.00017195607760153044
0.0067253408648281525,-0.0002959124230732699,-0.00017200378844578723
0.006727156928233615,-0.00029661469111386167,-0.00017205153166760146
0.006728974487791729,-0.000297316082877278,-0.00017209930722604635
0.00673079353694925,-0.00029801659915457753,-0.00017214711509268047
0.006732614069327811,-0.00029871624089125684,-0.00017219495525203665
0.006734436078738073,-0.00029941500917707553,-0.00017224282770201643
0.006736259559194095,-0.0003001129052339827,-0.00017229073245416272
0.0067380845049277984,-0.00030080993040189303,-0.00017233866953377932
0.006739910910403363,-0.00030150608612202303,-0.0001723866389798563
0.006741738770331271,-0.0003022013739174762,-0.0001724346408447527
0.0067435680796817075,-0.0003028957953707408,-0.00017248267519357909
0.006745398833696835,-0.0003035893520977491,-0.0001725307421032096
0.006747231027901373,-0.00030428204571815356,-0.0001725788416608425
0.006749064658110772,-0.00030497387782150065,-0.0001726269739620166
0.006750899720436026,-0.0003056648499290495,-0.00017267513910797656
0.006752736211283994,-0.000306354963451098,-0.00017272333720227268
0.00675457412735189,-0.00030704421963986676,-0.00017277156834647324
0.006756413465614277,-0.000307732619538269,-0.000172819832634868
0.006758254223300794,-0.0003084201639252855,-0.00017286813014805432
0.006760096397862565,-0.0003091068532591932,-0.0001729164609453243
0.006761939986925279,-0.0003097926876205688,-0.00017296482505582076
0.00676378498822697,-0.0003104776666578107,-0.0001730132224685101
0.00676563139953897,-0.00031116178953885683,-0.00017306165312112895
0.006767479218569256,-0.0003118450549137559,-0.00017311011688841423
0.006769328442848582,-0.0003125274608936428,-0.00017315861357010772
0.0067711790696015454,-0.00031320900505228786,-0.00017320714287943448
0.006773031095606895,-0.00031388968445648696,-0.000173255704432963
0.00677488451705393,-0.0003145694957308581,-0.000173304297742929
0.006776739329404353,-0.0003152484351608699,-0.0001733529222131947
0.006778595527271088,-0.0003159264988350223,-0.00017340157713997416
0.006780453104326681,-0.0003166036828231439,-0.00017345026171823217
0.006782312053253432,-0.0003172799833831565,-0.0001734989750542468
0.006784172365745094,-0.0003179553971841045,-0.00017354771618423767
0.0067860340325655855,-0.0003186299215296675,-0.0001735964840982724
0.006787897043664527,-0.00031930355456464665,-0.0001736452777679987
0.006789761388343032,-0.0003199762954476461,-0.0001736940961762309
0.00679162705545764,-0.0003206481444764099,-0.00017374293834617155
0.006793494033646322,-0.0003213191031575044,-0.00017379180336811567
0.0067953623115590235,-0.0003219891742182403,-0.00017384069042185752
0.006797231878076278,-0.0003226583615647403,-0.00017388959879360722
0.006799102722502475,-0.00032332667019484995,-0.00017393852788690005
0.0068009748347247784,-0.00032399410607754586,-0.000173987477227623
0.0068028482053333235,-0.00032466067601147965,-0.00017403644646379104
0.00680472282570251,-0.0003253263874745944,-0.0001740854353610315
0.006806598688036441,-0.00032599124847487677,-0.00017413444379487907
0.006808475785383638,-0.0003266552674098436,-0.00017418347174097144
0.006810354111627121,-0.0003273184529398103,-0.00017423251926411716
0.006812233661456093,-0.000327980813877686,-0.00017428158650703124
0.006814114430324952,-0.0003286423590961917,-0.00017433067367933627
0.006815996414404534,-0.00032930309745204576,-0.00017437978104724224
0.006817879610529558,-0.00032996303772578307,-0.00017442890892415758
0.00681976401614525,-0.00033062218857538337,-0.0001744780576623568
0.006821649629255294,-0.0003312805585016935,-0.0001745272276457368
0.006823536448372561,-0.00033193815582363627,-0.00017457641928362815
0.006825424472473456,-0.000332594988661337,-0.0001746256330055881
0.0068273137009563205,-0.0003332510649255085,-0.00017467486925707896
0.006829204133604054,-0.0003339063923116646,-0.0001747241284959266
0.006831095770550817,-0.00033456097829797184,-0.0001747734111894541
0.006832988612252653,-0.00033521483014576286,-0.00017482271781219002
0.006834882659461678,-0.00033586795490193384,-0.00017487204884406024
0.006836777913203556,-0.00033652035940261036,-0.00017492140476898228
0.006838674374757866,-0.00033717205027760955,-0.00017497078607379114
0.0068405720456410635,-0.00033782303395533806,-0.00017502019324743662
0.006842470927591695,-0.00033847331666785914,-0.00017506962678040023
0.006844371022557588,-0.0003391229044559333,-0.00017511908716428927
0.006846272332684732,-0.00033977180317389626,-0.00017516857489157292
0.006848174860307669,-0.0003404200184942796,-0.0001752180904554301
0.006850078607941126,-0.0003410675559121147,-0.00017526763434968687
0.006851983578272776,-0.00034171442074888323,-0.00017531720706882308
0.00685388977415693,-0.00034236061815609917,-0.00017536680910803344
0.006855797198609061,-0.00034300615311851497,-0.00017541644096333016
0.006857705854801051,-0.0003436510304569596,-0.00017546610313167875
0.006859615746057057,-0.00034429525483081546,-0.0001755157961111579
0.00686152687584994,-0.000344938830740149,-0.00017556552040113882
0.0068634392477981915,-0.0003455817625275082,-0.0001756152765024791
0.006865352865663313,-0.0003462240543794003,-0.00017566506491772805
0.006867267733347608,-0.0003468657103274629,-0.0001757148861513405
0.006869183854892383,-0.0003475067342493348,-0.0001757647407098983
0.00687110123447649,-0.0003481471298692341,-0.000175814629102337
0.006873019876415275,-0.0003487869007582429,-0.00017586455184017734
0.006874939785159855,-0.00034942605033429366,-0.0001759145094377609
0.0068768609652967785,-0.0003500645818618467,-0.0001759645024124884
0.00687878342154805,-0.00035070249845123975,-0.00017601453128505994
0.006880707158771533,-0.0003513398030576833,-0.00017606459657971624
0.006882632181961761,-0.0003519764984798649,-0.00017611469882447816
0.0068845584962511485,-0.0003526125873581182,-0.00017616483855138328
0.006886486106911638,-0.00035324807217209373,-0.0001762150162967147
0.0068884150193567915,-0.00035388295523786366,-0.00017626523260121923
0.006890345239144342,-0.00035451723870436757,-0.00017631548801030702
0.0068922767719792125,-0.00035515092454909656,-0.0001763657830742262
0.006894209623717009,-0.0003557840145728871,-0.00017641611834820167
0.006896143800367965,-0.0003564165103936764,-0.00017646649439252428
0.006898079308101332,-0.00035704841343904526,-0.00017651691177257464
0.006900016153250139,-0.00035767972493734666,-0.0001765673710587596
0.006901954342316266,-0.0003583104459071889,-0.0001766178728263353
0.0069038938819756855,-0.00035894057714501144,-0.000176668417655084
0.006905834779083714,-0.00035957011921046173,-0.00017671900612880448
0.006907777040680021,-0.00036019907240925065,-0.00017676963883456775
0.006909720673993065,-0.0003608274367731432,-0.00017682031636167856
0.006911665686443499,-0.0003614552120367264,-0.000176871039300273
0.006913612085646004,-0.0003620823976105998,-0.00017692180823947095
0.0069155598794087645,-0.00036270899255066313,-0.0001769726237649882
0.006917509075729703,-0.0003633349955232404,-0.00017702348645610156
0.006919459682788289,-0.00036396040476590106,-0.00017707439688185157
0.006921411708931572,-0.00036458521804402663,-0.0001771253555963584
0.006923365162652787,-0.0003652094326034557,-0.0001771763631331311
0.006925320052560716,-0.00036583304511993934,-0.0001772274199982588
0.006927276387337762,-0.00036645605164667584,-0.00017727852666240472
0.0069292341756847006,-0.0003670784475618749,-0.00017732968355157195
0.006931193426250146,-0.0003677002275191398,-0.00017738089103669125
0.006933154147543216,-0.00036832138540439374,-0.00017743214942219574
0.006935116347828635,-0.00036894191430406666,-0.00017748345893389803
0.0069370800350047595,-0.0003695618064901478,-0.00017753481970667195
0.006939045216466735,-0.00037018105342831654,-0.00017758623177265047
0.006941011898959231,-0.00037079964581543097,-0.00017763769505086012
0.006942980088425742,-0.0003714175736519096,-0.0001776892093393837
0.006944949789863951,-0.00037203482635273747,-0.00017774077431123022
0.006946921007198806,-0.00037265139289786387,-0.00017779238951503998
0.0069488937431859575,-0.00037326726201874236,-0.00017784405438152072
0.006950867999357696,-0.0003738824224131264,-0.00017789576823608297
0.00695284377602106,-0.000374496862975695,-0.00017794753031754587
0.006954821072313382,-0.00037511057302857083,-0.00017799933980209277
0.006956799886314726,-0.0003757235425341774,-0.00017805119583099363
0.006958780215210415,-0.00037633576227374136,-0.0001781030975401048
0.006960762055491275,-0.00037694722397810595,-0.0001781550440889216
0.006962745403175424,-0.0003775579204028214,-0.00017820703468704474
0.006964730254034085,-0.00037816784534569915,-0.00017825906861630575
0.006966716603805072,-0.00037877699361097734,-0.00017831114524739057
0.006968704448380772,-0.00037938536092895034,-0.00017836326405047662
0.006970693783961809,-0.00037999294384276474,-0.00017841542460003354
0.006972684607172287,-0.00038059973957497626,-0.00017846762657443657
0.006974676915136533,-0.0003812057458856951,-0.00017851986975135747
0.006976670705520549,-0.0003818109609322371,-0.00017857215400003288
0.00697866597654328,-0.0003824153831377373,-0.00017862447927149223
0.006980662726963836,-0.0003830190110736391,-0.00017867684558770569
0.006982660956050812,-0.0003836218433587079,-0.00017872925303043566
0.006984660663539402,-0.0003842238785753949,-0.00017878170173037873
0.0069866618495811475,-0.00038482511520305477,-0.0001788341918570032
0.00698866451469019,-0.0003854255515666665,-0.00017888672360932744
0.006990668659689025,-0.0003860251857992309,-0.0001789392972077607
0.0069926742856558,-0.0003866240158158376,-0.00017899191288703537
0.006994681393874617,-0.0003872220392974088,-0.00017904457089019634
0.006996689985789644,-0.00038781925368226494,-0.0001790972714635742
0.006998700062963477,-0.00038841565616386887,-0.0001791500148526455
0.0070007116270398885,-0.0003890112436933305,-0.00017920280129867734
0.007002724679710837,-0.0003896060129854922,-0.0001792556310360499
0.007004739222687561,-0.0003901999605276264,-0.00017930850429015994
0.007006755257675444,-0.0003907930825899721,-0.00017936142127581356
0.007008772786352306,-0.0003913853752374974,-0.0001794143821960284
0.007010791810349809,-0.0003919768343424172,-0.00017946738724117548
0.007012812331237612,-0.0003925674555971045,-0.0001795204365884001
0.007014834350509981,-0.00039315723452712606,-0.00017957353040127204
0.007016857869574554,-0.0003937461665042054,-0.00017962666882962117
0.007018882889743017,-0.0003943342467589714,-0.00017967985200952464
0.007020909412223425,-0.00039492147039339514,-0.0001797330800634159
0.007022937438114024,-0.0003955078323928496,-0.00017978635310029187
0.007024966968398341,-0.0003960933276377533,-0.00017983967121599945
0.007026998003941424,-0.0003966779509147745,-0.00017989303449358562
0.007029030545487106,-0.0003972616969275869,-0.00017994644300369907
0.007031064593656165,-0.00039784456030717735,-0.00017999989680503363
0.00703310014894531,-0.0003984265356217088,-0.00018005339594480524
0.007035137211726909,-0.00039900761738594813,-0.00018010694045925735
0.007037175782249402,-0.00039958780007026744,-0.00018016053037418978
0.007039215860638354,-0.00040016707810922714,-0.00018021416570550747
0.007041257446898099,-0.0004007454459097484,-0.00018026784645978634
0.00704330054091396,-0.0004013228978588799,-0.00018032157263485481
0.00704534514245503,-0.000401899428331157,-0.0001803753442203889
0.0070473912511774765,-0.0004024750316955531,-0.00018042916119851975
0.007049438866628391,-0.00040304970232201033,-0.00018048302354445285
0.0070514879882501765,-0.0004036234345875361,-0.00018053693122709757
0.007053538615385458,-0.00040419622288184184,-0.00018059088420970562
0.007055590747282557,-0.0004047680616124935,-0.0001806448824505173
0.007057644383101513,-0.00040533894520953254,-0.0001806989259034132
0.007059699521920684,-0.00040590886812951735,-0.00018075301451856893
0.007061756162743925,-0.00040647782485892094,-0.00018080714824310885
0.007063814304508374,-0.00040704580991680824,-0.00018086132702175426
0.0070658739460928415,-0.0004076128178566996,-0.00018091555079745983
0.007067935086326822,-0.00040817884326750935,-0.0001809698195120296
0.007069997724000116,-0.00040874388077342814,-0.00018102413310670218
0.007072061857873058,-0.00040930792503259493,-0.00018107849152269162
0.007074127486687309,-0.0004098709707343778,-0.00018113289470166638
0.007076194609177165,-0.00041043301259505833,-0.00018118734258614527
0.007078263224081303,-0.0004109940453516791,-0.00018124183511978272
0.007080333330154821,-0.00041155406375378904,-0.0001812963722475107
0.007082404926181405,-0.00041211306255278514,-0.00018135095391549633
0.007084478010985364,-0.00041267103648852193,-0.00018140558007086449
0.007086552583443189,-0.000413227980272839,-0.00018146025066112753
0.007088628642494187,-0.00041378388856963815,-0.00018151496563324922
0.007090706187149604,-0.0004143387559711516,-0.00018156972493226073
0.007092785216499481,-0.0004148925769700667,-0.00018162452849933237
0.007094865729716289,-0.0004154453459272443,-0.00018167937626919312
0.007096947726054184,-0.00041599705703488667,-0.00018173426816677936
0.007099031204842491,-0.00041654770427520756,-0.0001817892041029889
0.007101116165471733,-0.00041709728137494337,-0.00018184418396941716
0.00710320260737037,-0.0004176457817564535,-0.0001818992076319648
0.007105290529970189,-0.0004181931984867003,-0.00018195427492323634
0.007107379932658259,-0.0004187395242260983,-0.00018200938563370098
0.00710947081471351,-0.00041928475118006245,-0.00018206453950166837
0.007111563175226399,-0.00041982887105704157,-0.00018211973620224943
0.007113657013000952,-0.0004203718750378133,-0.00018217497533562537
0.007115752326439667,-0.0004209137537617076,-0.00018223025641513773
0.007117849113413647,-0.00042145449733601783,-0.00018228557885592169
0.0071199473711224546,-0.000421994095374896,-0.00018234094196501604
0.0071220470959508465,-0.00042253253707323933,-0.00018239634493405192
0.007124148283332011,-0.0004230698113192091,-0.00018245178683570394
0.007126250927629064,-0.00042360590684599665,-0.0001825072666250294
0.007128355022047497,-0.00042414081241937606,-0.00018256278314657915
0.007130460558590677,-0.0004246745170529226,-0.00018261833514772517
0.007132567528067919,-0.00042520701023825223,-0.00018267392129804407
0.007134675920160133,-0.00042573828217419877,-0.0001827295402139028
0.007136785723542235,-0.0004262683239773394,-0.00018278519048673194
0.007138896926055196,-0.0004267971278572719,-0.00018284087071297956
0.007141009514915113,-0.00042732468724352395,-0.00018289657952351548
0.007143123476943042,-0.0004278509968563497,-0.00018295231561036134
0.0071452387987980485,-0.00042837605271989454,-0.00018300807774901563
0.007147355467197269,-0.00042889985212212845,-0.0001830638648152459
0.007149473469110001,-0.00042942239353055645,-0.0001831196757958943
0.0071515927919172505,-0.0004299436764754636,-0.00018317550979387283
0.0071537134235327956,-0.0004304637014132514,-0.00018323136602801224
0.007155835352485903,-0.0004309824695815876,-0.00018328724382873611
0.007157958567968939,-0.00043149998285615606,-0.00018334314263065654
0.007160083059855054,-0.0004320162436163214,-0.00018339906196316553
0.007162208818692033,-0.0004325312546245062,-0.00018345500143997128
0.007164335835678405,-0.0004330450189218377,-0.00018351096074835062
0.007166464102627474,-0.00043355753974083086,-0.00018356693963869403
0.007168593611923995,-0.000434068820434581,-0.000183622937914739
0.007170724356477349,-0.00043457886442110693,-0.0001836789554247311
0.00717285632967411,-0.0004350876751410265,-0.0001837349920536294
0.007174989525332045,-0.00043559525602657396,-0.00018379104771638246
0.007177123937656945,-0.0004361016104799902,-0.00018384712235224027
0.007179259561203088,-0.00043660674185945725,-0.00018390321592002686
0.007181396390837738,-0.0004371106534709543,-0.0001839593283942792
0.0071835344217098095,-0.0004376133485646448,-0.00018401545976214827
0.007185673649222587,-0.00043811483033463165,-0.0001840716100209587
0.007187814069010295,-0.00043861510192113137,-0.00018412777917632957
0.007189955676918189,-0.0004391141664143083,-0.00018418396724076609
0.007192098468985875,-0.0004396120268591715,-0.00018424017423264297
0.00719424244143349,-0.0004401086862610724,-0.0001842964001755107
0.007196387590650394,-0.0004406041475914536,-0.0001843526450976639
0.007198533913186101,-0.00044109841379358827,-0.0001844089090319233
0.007200681405743112,-0.000441591487788121,-0.0001844651920155871
0.007202830065171433,-0.0004420833724782769,-0.00018452149409051881
0.007204979888464508,-0.0004425740707546474,-0.00018457781530334088
0.007207130872756388,-0.00044306358549949697,-0.00018463415570571195
0.007209283015319956,-0.0004435519195905553,-0.00018469051535466793
0.007211436313566044,-0.0004440390759042818,-0.0001847468943130117
0.007213590765043328,-0.000444525057318598,-0.00018480329264973912
0.00721574636743889,-0.00044500986671509635,-0.00018485971044049165
0.007217903118579333,-0.00044549350698073575,-0.00018491614776802782
0.007220061016432407,-0.0004459759810090399,-0.0001849726047227076
0.007222220059109066,-0.0004464572917008141,-0.00018502908140298526
0.0072243802448658965,-0.0004469374419643986,-0.00018508557791590698
0.0072265415721079074,-0.00044741643471547,-0.00018514209437761066
0.007228704039391629,-0.0004478942728764054,-0.00018519863091382598
0.0072308676454285,-0.0004483709593752156,-0.00018525518766037322
0.007233032389088556,-0.00044884649714405274,-0.0001853117647636596
0.007235198269404374,-0.000449320889117289,-0.00018536836238117226
0.007237365285575317,-0.00044979413822915983,-0.00018542498068196655
0.007239533436972032,-0.00045026624741095707,-0.00018548161984714885
0.007241702723141265,-0.000450737219587747,-0.00018553828007035223
0.007243873143810963,-0.00045120705767458263,-0.0001855949615582034
0.007246044698895694,-0.00045167576457216563,-0.00018565166453077782
0.0072482173885024025,-0.00045214334316190206,-0.00018570838922203997
0.007250391212936514,-0.0004526097963002832,-0.00018576513588026386
0.007252566172708394,-0.0004530751268125038,-0.00018582190476842765
0.00725474226854018,-0.0004535393374852151,-0.00018587869616457436
0.0072569195013729845,-0.000454002431058287,-0.00018593551036212772
0.007259097872374449,-0.0004544644102154315,-0.00018599234767015043
0.007261277382946633,-0.0004549252775735133,-0.00018604920841352692
0.007263458034734183,-0.00045538503567034547,-0.00018610609293304931
0.0072656398296326915,-0.0004558436869507383,-0.00018616300158537974
0.007267822769797133,-0.00045630123375053666,-0.00018621993474285557
0.0072700068576501825,-0.00045675767827834963,-0.00018627689279309597
0.007272192095890176,-0.00045721302259464815,-0.00018633387613836046
0.007274378487498367,-0.00045766726858788114,-0.00018639088519459905
0.007276566035745029,-0.00045812041794724784,-0.00018644792039012217
0.007278754744193809,-0.0004585724721317666,-0.0001865049821638066
0.007280944616703562,-0.0004590234323353122,-0.00018656207096274047
0.007283135657426738,-0.0004594732994473624,-0.00018661918723919858
0.007285327870803122,-0.00045992207400931705,-0.00018667633144682803
0.007287521261547517,-0.00046036975616645304,-0.0001867335040359199
0.007289715834629708,-0.0004608163456158728,-0.00018679070544764262
0.007291911595244816,-0.00046126184155121465,-0.00018684793610712635
0.007294108548771992,-0.0004617062426054533,-0.00018690519641531914
0.007296306700719346,-0.0004621495467938208,-0.00018696248673958724
0.007298506056653178,-0.0004625917514597342,-0.00018701980740311742
0.0073007066221099865,-0.0004630328532275817,-0.00018707715867329638
0.007302908402490549,-0.0004634728479672142,-0.00018713454074940024
0.007305111402936719,-0.00046391173077587727,-0.00018719195375011715
0.007307315628193283,-0.0004643494959838955,-0.00018724939770163915
0.007309521082459612,-0.0004647861371904296,-0.00018730687252726936
0.007311727769238343,-0.00046522164733478385,-0.0001873643780396578
0.007313935691190903,-0.00046565601880681987,-0.00018742191393685586
0.007316144850011743,-0.000466089243596932,-0.0001874794798033128
0.007318355246334027,-0.00046652131348191416,-0.00018753707511668557
0.007320566879678848,-0.00046695222023835823,-0.00018759469926088319
0.007322779748457342,-0.0004673819558707241,-0.00018765235154515446
0.007324993850030483,-0.0004678105128378512,-0.00018771003122833077
0.007327209180825414,-0.0004682378842602956,-0.0001877677375466794
0.007329425736500943,-0.00046866406409200377,-0.0001878254697433423
0.007331643512149349,-0.00046908904724342343,-0.0001878832270971287
0.007333862502518118,-0.0004695128296486044,-0.0001879410089485493
0.00733608270223414,-0.0004699354082750735,-0.0001879988147213906
0.007338304106014241,-0.0004703567810811323,-0.00018805664393873318
0.007340526708849366,-0.00047077694692974214,-0.00018811449623299444
0.007342750506154015,-0.0004711959054708072,-0.00018817237135019754
0.007344975493877268,-0.00047161365700436607,-0.0001882302691491472
0.007347201668575668,-0.00047203020233630913,-0.00018828818959649036
0.007349429027451329,-0.00047244554263626507,-0.00018834613275875634
0.0073516575683604864,-0.0004728596793048337,-0.00018840409879244247
0.007353887289798554,-0.00047327261385483687,-0.00018846208793308367
0.007356118190867806,-0.00047368434780905097,-0.00018852010048406567
